id,flags,content,video_num
1_35,[0],"brothers and sister you are talking about leaving the usa and other non-muslim countries , plzzz guys don't discuss religion and don't point anyone , bcuz I am also a muslim and I have no right to point to other non-muslim religion
",1
1_36,[0],"We must protect our hettatije and not be enslaved by theas sarosens.
",1
1_37,[1],"we are killing them
",1
1_38,[0],"The muzlims will not be able to run the the countries efficiently once they take over.
The blacks took over the white owned farms in Zimbabwe and look at the state of the country now.
The same will happen to the uk soon.
It's going to be end of the health welfare benefits and education state for all.
",1
1_39,[1],"Death to Islam.﻿
",1
1_40,[1],"Call for action?
Ok, go overseas to attack Islamic countries.
Make their standard of living even worse and then get another massive wave of refugees and immigrants to Western countries.
",1
1_41,[0],"Thumbs up if this video makes you think muslims should be gassed.
",1
1_42,[0],"It's funny that almost nobody understands that this is (bad) satire.
",1
1_43,[0],"I JUST WENT THERE
",1
1_44,[0],"QUIT JUDGING THE MUSLIMS!!!!!!!!!
THEY ARE PEOPLE.....
WHAT U SHOULD MAKE A TAKING OVER THE WORLD VIDEO ABOUT ARE THE KOREANS!!!!!!!!!!!
",1
1_45,[1],"Muslims breed like fucking rabbits if not worse, they are dirty scum killers and should all die a slow death like they do to humans and animals.
look at the news!
it will tell you how many Muslim scum cunts are being born!
scum rats, look around the world they are in every nook and cranny of the world.
need I say more!
it is time to wake up!!
look at the UK we are crowded with this scum, yet the government allow this fucking shite!
we need to BOMB the Muslim scum from this planet, they are nasty
",1
1_46,[0],"what a load of horse ship.
",1
1_47,[0],"lol off with there heads you say?
just think arsehole while your sat there haveing your local meeting on how to bomb and kill innocent people..
a b52 at 30000ft drops a 2000ib bomb and takes the fucking lot of you out..
",1
1_48,[1],"The video basically says that Muslims shouldnt be allowed to breed.
It says we should bomb their countries into the stone age, then when they come here looking for help we should what?
Toss them out?
That is racism.
They dont have a home cause we took it for their oil.
Jesus said to do unto others as you would have them do unto you.
",1
1_49,[0],"I love it when Muslims create youtube accounts with common British / American names as there username.
To try and help there arguments but mate you're fucking failing miserably..
And no this video is saying nothing of the sort you fuckwit, stop making this shit up.
It's saying we should have tighter immigration laws!
And we haven't taken anyones home for oil.
Stop with the fucking bullshit you retard.
",1
1_50,[0],"Actually this is my real name.
I am just a white dude from Cali.
I now live in Vancouver CanaDUH eh, and you can look me up in the phone book.
If I was a Muslim, I would be proud of it , Just like I am proud of being a white American/Canadian dual.
This fucken country was founded on immigration you fucktard.
Do I sound like a fucken Muslim?
Racist Faggot goof.
",1
1_51,[1],"Sounds like its time to start castrating these camel-molesting savages.
",1
1_52,[0],"When muslim numbers are up,they will demand their own laws,but in Saudi Arabia,you cannot as a non muslim visit mecca,or mix with the local population.Yet we accomodate their violent needs,and unjust ways and let them have thier own laws.
When muslim outnumber us non muslims they will riot and storm government buildings,how will the government like their muslims then?After that the army will respond and shoot them.Muslims cause war no matter where they go,they never learn
",1
1_53,[0],"nice music btw
",1
1_54,[0],"(at least) During last 200 years All Major Innovation Came from (bad) West.
If Muslim countries are the best then WHY W-H-Y people from arabic countries trying hard to find a place in the West??
If Wet is bad---Stay @ home!!!
",1
1_55,[0],"We would have added 50 million more Americans if it weren't for abortion.
It really doesn't help with the fact that Obamacare is forcing all insurance companies to cover birth control.
",1
1_56,[0],"Micheal Hester, Remember in the 15th Century, when muslims ruled Spain?
Did muslims persecute holymen (priests, rabies etc.) from other religions?
No they didnt, becuz its against islam to do so....
Also Gays, Feminists anf athiests won't be persecuted, as it is against islam to kill civillians unless as an act of defense, or if they are criminals.
You also said in the eyes of a muslim your either a believer or an infidel.
Islam teaches us to be king regardless of colour, race or religion.
",1
1_57,[0],"people like mosab hassan yousef(ex-muslim) should be encouraged...
he speaks truth about islam..
he is son of hamas leader..
despite all these his father being orthodox muslim mosab converted to christianity
",1
1_58,[0],"And by the way I say all this as an Atheist.
We need to realise that Christianity is not the real threat now, Islam is.
Sure we should keep fighting the religious right, but Islam MUST be the priority for all of us, Atheist, Christian, Hindu, Jewish or anyone else.
",1
1_59,[0],"in that is killing the innocent Palestinian,specially the children?wow!great country isn't it?lol..
",1
1_60,[0],"what truth do you mean ?
",1
1_61,[0],"you're talking without any knowledge, then pretending to care about science....that doesn't seem a science-loving man for me !
",1
1_62,[0],"man go gain some education, you're embarrassing yourself !
en.wikipedia(.)org/wiki/Islami­c_Golden_Age
",1
1_63,[0],"well, science itself can be worse than wackadoodlery in the hands of, say, the North Koreans.
Unless you consider their communist/mind control cult to be comparable to radical Islam, in which case lets just say the two do not inherently counteract each other.
",1
1_64,[0],"Not only increase in Muslim population, but so much immigration from Asian countries too.
",1
1_65,[0],"christianity is designed to oppress people and enslave.
slavery is justified in the bible, along with rape and incest.
christians are the blindest bats in a cave of lies..
you open your eyes.
this is why i hate christianity.
if i am different to the belief, you call me sick..
why do i have to be sick?
you need to pay attention to what you're worshipping..
texts written by slave masters and murderers ﻿
",1
1_66,[0],"You don't know anything about Christianity and you are are full of hatred that will twist your soul.
I hope you get well some day.
",1
1_67,[0],"You have the lies of the devil,....In no christian teaching does it say incest is okay,yet i can pick up your book and see that marrying a six year old is permitted.
",1
1_68,[0],"I guess you are a Muslim.
And you hate Christianity.
Do you know that without Christianity Islam doesn't even exist?
Christianity is built on Judaism, and Islam is built on Christianity.
Muhammad claimed to be a prophet from the same line of prophets as Jesus and Moses (he wasn't, of course), and he claimed to worship the same God as Jews and Christians.
Also, I have suspicions that you mix between the Old and the New Testaments.
(If you are not a Muslim, ignore my comment.)
",1
1_69,[1],"The best way to take over a civilization is to breed them out.
I personally will fight to the death here in the south to get rid of as many as I can.
We need a muslim pestacide
",1
1_70,[0],"""40% of Russia Army will be Muslim""
Well, that's great for USA, they like to kill Muslims and Russians, so it's 2 birsd with 1 shot...
",1
1_71,[0],"lol Russia also killed muslims in Chechniya
",1
1_72,[0],"SOON THE CALL TO PRAYER WILL BE HEARD IN EVERY CITY OF THE WORLD !!!
",1
1_73,[0],"ALLAH HO AKBAR !!!!
",1
1_74,[1],"fuck you bitch die in hell piece of shit
",1
1_75,[0],"So no-muslim people you better get you self more kids or the word would be islamic tamtamdamm
",1
1_76,[0],"We are taking the word bitches you better wach outhahahahahha this is making me laugh so bullshit
",1
1_77,[0],"One Muslim in America is one too many,
",1
1_78,[0],"wake up West!
resurrect the Crusades!
Don your Crosses.
Abolish the enemy.
",1
1_79,[1],"YEAH ASREHOLE KILL MUSLIM LONG LIVE CHRISTIANITY.KILL MUSLIMS TO SAVE N PROECT CHRISTIANITY THATS WHAT CHRISTIANS HAVE BEEN DOING SINCE LAST 2000 YRS RECENTS CHRISTIANS KILLING MUSLIMS IN AFGHANISTAN,IRAQ,PAKISTAN KILL KILL KILL MUSLIMS SO THAT CHRISTIANITY SURVIVES KILL FOR JESUS BECAUSE HE HAD DIED 4 OUR SINS V R SINLESS SO KILL MUSLIMS FOR CHRISTIANTY FOR OUR LORD JESUS KILING MUSLIMS IS NOT A SIN 4 CHRISTIAN N CHRISTIANTY WIPE THEM OFF FROM THE FACE OF THE EARTH ONLY V R HUMANS N THER R NOT
",1
1_80,[1],"kill all religions..﻿
",1
1_81,[0],"If islam take over the world and everybody becomes muslims than the worlds problem will b solved automatically all will b terrorist in the world.
",1
1_82,[0],"The world was fine before religion.
",1
1_83,[1],"ALLAHU AKBAR...SOON WE WILL CONQUER THE WORLD...
",1
1_84,[0],"lets see you faggot muslims bring this shit to mexico or brazil
",1
1_85,[0],"Muslims want to stone homosexuals to death, enough said.
We shouldn't have to live in a society with these fuckheads with these fucking extreme point of views.
",1
1_86,[0],"Are you white?
",1
1_87,[0],"I'm a Caucasian male who advocates for equal and fair treatment of all people by all governments and its citizens, regardless of race, gender, religious belief, political belief, sexual orientation or gender identity.
",1
1_88,[0],"Oh I thought you were a woman becuase women are the ones who care about that shit and also because you ""met families with lots of kids"".
wait are you gay?
",1
1_89,[0],"And for the record, yes, the fact that I care about another human being automatically means that I'm sexually attracted to other men (of course it doesn't!).
No I'm not homosexual.
",1
1_90,[0],"You keep pointing fingers to the Islam text, but WHO CARES.
God shows extreme anger and wrath in the Bible killing many people.
But Judaism and Christianity are religions of love and respect.
It's all about the interpretation, people are attracted to a positive interpretation of a holy text, particularly in the modern world.
Also remember that these texts were written thousands of years ago, when the culture was rapidly different than it is today.
",1
1_91,[0],"Keep in mind the VAST number of Muslims there are in the world.
There are many.
Some are bad apples, but many are good apples.
I linked to a facebook page earlier.
A human with any compassion cannot stare at those people and call them terrorists.
",1
1_92,[0],"You obviously believe every positive thing about something you read do you?
Like I said actually read about the religion.
Know how their prophent was a pedophile and why they are having that many kids.
Also a muslim commented on this video named jabran hussian, look at his channel at one of his replies to a comment.
It starts out with ""How dare you know that"" and read what the comment it replied to said.
",1
1_93,[1],"and i will kill evey fucking muslim and arab!﻿
",1
1_94,[0],"You have fun with that, pal.
The world is, overall, moving in a completely different moral direction than that.
Have fun hating on another race in the comforts of the community of this video.
",1
1_95,[0],"same here in Switzerland too!﻿
",1
1_96,[0],"when bacteria grows to a critical populous inside a petrie dish, it destroys itself and decreases.
So too will the earth's population.
I am ready and willing to be the first :-)
",1
1_97,[0],"Europe will just have to let mass immigration from china and so on they already have plans for this
",1
1_98,[0],"You killed him
",1
1_99,[1],"You're suggesting that you want to kill Muslims because of their belief?
Then I want Christians killed too for infringing on the rights of other humans.
Christians are just as guilty, if not more, than Muslims.
Get your head of your idiocy and wake up - Somebody worshiping to a different god than you doesn't mean that they want to kill you.
",1
1_100,[0],"It'd just be nice if they could stay in the Middle East where they belong.
We don't want them here!
don't you get it?
",1
1_101,[0],"You lack one shred of evidence to suggest that the majority of Islams pose any threat.
If you look at the Islamic message, you'll see how it actually promotes peace.
I don't study the language, but I can tell from doing minimal research in reliable sources that these stereotypes related to the Islam is a lie.
Open your eyes and do some valid research for once.
""Stay in the middle east where they belong"" What if they're trying to escape the violence that plagues that area?
",1
1_102,[1],"yes and no, it was meant to say kill all these fucking rats
",1
1_103,[0],"thats not a cool thing to say dude.
",1
1_104,[0],"We need a fucking Crusade!!!!
",1
1_105,[0],"there are so many muslims in my country and none of them is a robber or thief, drug dealer , involved into prostitution etc,,,they are good workers who honestly try to built a new life in a new country...
the scummy immigrants are albanians romanians and slavic ppl...
seriously, whats wrong with muslims?
",1
1_106,[0],"this video is incredibly true i am from india and even in india every muslim couple give birth to not less than 3 children, i will give you my adress and phone number and if you show me any muslim family in india which has less than 3 children i will give you a 100 thousand dollars the muslim people give birth to many children though they do not have the capacity to take care of them and these children with out education develop into antisocial elements and terrorists
",1
1_107,[0],"Dude, what about Gipsys, in my country every Gipsy has 6 kids and havent house, jobs, dont go to school, they steal, rape...
And by the way Gipsys are your people they came from India.
",1
1_108,[0],"Yeah, that's not racist at all.
Not every Muslim wants to kill you, ya know.
Most of them just want peace.
But idiots like you will never give it to them.
Also, was ""buy a plane ticket"" a pun at 9/11?
",1
1_109,[0],"yeah well we dont want them here: their rats, vermin and they breed like them to.
We dont want Europe to become Eurarabia
",1
1_110,[0],"""They're rats"" - what the hell makes you think this?
Islam is just a different religion, just as dangerous as Christianity.
""They breed like them too"" - wow, how vulgar can you get?
 What's wrong with people having a lot of children?
I've met many happy Christian families who have like 6-10 children.
What makes you feel entitled to tell an entire culture to leave an area?
Are you really that sensitive and insecure about your believes in your own god?
",1
1_111,[0],"No allah is not gonna get me jesus will destroy islam
",1
1_112,[0],"islam and pig shit,,,,,,,one of the same!
",1
1_113,[0],"its funny how these muslims think this will work.
As if the CIA doesn't have a plan in place for this.
",1
1_114,[0],"Islam is coming.
And peace all over the world will reign.
",1
1_115,[0],"why do muslims want to change the laws in the countries they go to?
if islams teachings are so perfect why dont you stay in sharia law countries?
you dont see westerners going to islamic countries and trying to practice western culture!?
you are strange folk
",1
1_116,[1],"We're a religion of peace and we'll destroy America to prove it!
",1
1_117,[0],"You dont seems to understand the meaning of peace.
Come to my house and threaten my family and i will show you the meaning of peace.
",1
1_118,[0],"since when is ireland in great britain, @3mins 41 seconds.
",1
1_119,[0],"i dread my future now
",1
1_120,[0],"One huge factor contributing to Muslim growth which is often forgotten is the fact that a Muslim woman cannot marry a non-Muslim, but a Muslim man can marry a non-Muslim.
In the resulting union of a Muslim marrying a non-Muslim, must result in any and all children from such a union or any union being raised as a Muslim.
",1
1_121,[0],"someone please make the flash game ""pandemic muslim edition""
",1
1_122,[1],"Solve the problem by castrating all Muslim males at birth.
",1
1_123,[0],"If people have difficulty understanding the religion of Islam, it does not mean that religion is wrong is true that there are many teams stray and kill innocent people under the pretext of jihad We do not kill the improve us and improve even Karhina was religion in history religion of mercy and this believes people who are not Muslims to Islam
",1
1_124,[0],"you make as much sense as you religion does.
",1
1_125,[0],"so maybe if women stopped being so reserved and let me fuck their pussys then the world will be fine..no more muslims
",1
1_126,[0],"Why Muhammad hated Jews:
Jew-hatred masks an existential problem in Islam.
Islam is terrified of the Jews, and the No.1 enemy of Islam is the TRUTH, which must be covered at any cost.
It does not matter how many Muslim men, women, and children die in the process of saving Islam's reputation.
The number-one duty of Muslims is to protect the reputation of Islam and Muhammad.
But why would a religion burden its followers like that?
This is why: More @ islam-watch.or g
",1
1_127,[0],"Muhammad's aim was to create a uniquely Arabian religion, one created by an Arab prophet
To be legal, he had to link it to the two previous Abrahamic religions, Judaism & Christianity, he called them people of the book.
He wanted the Jews to declare him their Messiah for legitimacy with Arabs.
His own tribe had rejected and ridiculed him
The Medina Jews gave him shelter from Meccan oppression because they themselves were once driven out of Egypt.
Soon he was killing them
More @ faithfreedom.or g
",1
1_128,[0],"First this is all hoax ,Secondly if its true that Muslims would take over europe and America then Its actually a good thing,History has proved that People of all religions and races lived under Islamic administration with peace,There had never been a case of holocaust or any ethnic cleansing under islamic administration.
",1
1_129,[0],"So the Armenian Genocide is fake?
",1
1_130,[0],"Everything you just said is a lie.
All Islam countries are rundown, Muslims emigrate for this reason.
If you're not a Muslim, living in a Muslim country, you are gonna have a bad time!
Muslims want to exterminate Jews just like Hitler, and impose their ethnicity.Just like all Muslims, you've been taught to pretend none of this happens, no matter how obsurd.
",1
1_131,[1],"all muslims should die!﻿
",1
1_132,[0],"wtf is this please these people say that half of the dutch people will be muslim, then the (muslim) mothers would have to make 35 baby's to get that and also ducth people the avarage is 2.6 babys p.p so PLEASSSSSEE how the ffff is it possible to make the netherlands islamic?
3% is muslim they are talking about a quarter/half of the people..
fucking bullshit and no one should believe it, this is just american paranoid bullshit talk likt they always do ;)
",1
1_133,[0],"So what if Muslims are taking over the world, there wouldn't be anymore fags, strip clubs, bars, pornography , casinos, war, or Khafars.
So whats the problem don't you want a world of peace ???
",1
1_134,[0],"The world would end up like the 5hitty muslim countries that muslims desperately leave.
Its you muslims causing the unpeace.
Sharia law has been proven to be a global failure.
",1
1_135,[0],"masha'Allah sister or brother,that is correct,but they will know that someday,but too late,and you know who do I mean when I say 'they',Assalamu Alaikum Wa Rahmatullahi Wa Barakatuh
",1
1_136,[0],"Thanx, I undestand, you but you are wrong- I live with christians (catholics and orthodox) and they love to citate bible: Jesus said that: ""I am not come to bring peace but sword"" and they started war against my people, (killing children, old man...) and because them, I need to treat you and all christians in world just like this christians in my country treat my people?
Is this your point?
",1
1_137,[0],"Muslims already treat us badly, so sure go ahead, it can't get any worse.
Just do it in your own country.
Do you not realise that you are incapable of running a country, a muslim world is a failed world.
",1
1_138,[0],"Where muslims treat you badly?
If some muslim immigrant come to U.K and he dont want to accept U.K law and order-(asking sharia law or something else), you expell him and forbide him to come again in U.K, I support that- every must accept laws in country where you live, but same if you live in Islamic country you must do the same, mahsuz selam.
",1
1_139,[0],"I agree, its a failed system.
The UK tries to respect everyones cultures, but other cultures have taken advantage of this, which is disrespectful against the trust we had.
If we did the same in many muslim countries i.e.
imposed our law, religion etc, its highly likely they would execute us and burn down property.
I mean by muslims treating us badly, that they are running my country into a shithole.
",1
1_140,[1],"The main purpose of my religion is to destroy all other religions
""So what are your rules?” I hear you ask.
Very well, here are my life or death rules:
",1
1_141,[0],"@Commenter#82 you don't see any invasion of counties by Muslims, huh?
What about Mali, it's all Iover the news!
",1
1_142,[0],"Oh Mali yes where Islamic people who live in Mali are invading Mali?
Read a bit more France and the US are attacking people in Mali.
The Malian Islamic rebels are Malian.
",1
1_143,[0],"ISLAM does NOT mean 'peace'.
It means SUBMISSION!
Just another example of Islamic deception (allowed by Sharia Law for the purpose of implementing it).
READ-EDUCATE YOURSELVES.
The Islamic threat IS real!
",1
1_144,[1],"Stop the dirty cunts breeding...
Hitler had the right idea!!!
",1
1_145,[0],"muslims are causing so much pain in europe
",1
1_146,[0],"Christianity is a failure.
I was reverted to Islam.
It does not make sense that Jesus is God.
Jesus never claim, he's God.
When Jesus comes back, he will kill all the pigs.
That means the pig eater better watch out.
That is in the Bible Jesus is going to kill the swine.
",1
1_147,[0],"thats really quite funny.
You gave me a chuckle.
How can you believe stuff like that.
",1
1_148,[1],"We will Conquer the WORLD very soon.
",1
1_149,[0],"lol,the only thing stopping islam from doing this is the United States!!
We must continue to fight against radical islam and those who want to change the social and economic structure of the west!
DOWN WITH RADICAL ISLAM!
",1
1_150,[0],"oh shut the fuck up, 90% of the Muslims in Europe came from countries america has bombed, your Zionist government keeps bombing middle east, more and more Muslims keep flooding Europe, how are you helping us?
You are the same country that supports mass immigration in Europe go fuck yourself.
",1
1_151,[0],"its obvious to me u know very little or understand little about REAL life affairs of world politics.
",1
1_152,[0],"im not a racist but i agree with what Australia did.
fit in or fuck off.
why should we change the way we live, in a country that my ancestors died for, just for these immigrants to come in and demand change.
diversity is ok with me but you'd best beilieve that you're a canadian if you're going to live in my home
",1
1_153,[1],"fuck the rag heads and the goat fuckers those fat mustache wearing scum KILL the muslim free your country
",1
1_154,[0],"And a Happy new Year to you and your's
",1
1_155,[0],"قال صلى الله عليه وسلم: «اتق الله حيثما كنت واتبع السيئة الحسنة تمحها وخالق النّاس بخلق حسن»
",1
1_156,[0],"Is it Sexual?
",1
1_157,[0],"I know i Can do that.
What i Wanted to know is as an Individual what is you'r Comprehension of Zionism.
I like to know what most people think of Zionism and then i Read, to determine it's Base and why.
",1
1_158,[0],"WHY DO CHRISTIANS WORSHIP SATANS PENIS AND TWO BALLS THE 3IN1 TRINITY
",1
1_159,[1],"This is misleading and promoting population growth which is not sustainable.
Population control is needed.
Some areas like the west will do it by birth control.
Others will do by starving to death after they use up all their resources.
I like the western approach.
but they do need to deport any believers of the Qur'an as it is not compatible with western cultures.
",1
1_160,[0],"ooohhh allah hu gandu fuckbar, allah is a dog, allahu Ahbal Koss Ommek allah allah hu Manyuk, allah Hu Khanzir allah Hu Himaar allah Hu Koss allah Hu Kalb allah Hu Sharmoota allah Hu Gobar allah Hu Dukkar allah Hu Asghar
",1
1_161,[0],"I love you man
",1
1_162,[0],"thanks mate you are awesome.
",1
1_163,[0],"found a playmate have you.
OOHH youre awesome cos you can swear..
you really are a pussy.
",1
1_164,[1],"death to the arab!!!
",1
1_165,[0],"this is so stupid it hurts﻿
",1
