document_id,framing_style,framing_tool,pipe,model
1_47,Implicit,Irony,neighbor,mistral
1_48,Implicit,Irony,neighbor,mistral
1_50,Implicit,Irony,neighbor,mistral
1_51,Implicit,"Irony, Coded Language",neighbor,mistral
1_52,Implicit,Irony,neighbor,mistral
1_53,Explicit,,neighbor,mistral
1_54,Implicit,Irony,neighbor,mistral
1_55,Explicit,,neighbor,mistral
1_56,Implicit,Sarcasm,neighbor,mistral
1_57,Implicit,Irony,neighbor,mistral
1_58,Implicit,Irony,neighbor,mistral
1_59,Implicit,Irony,neighbor,mistral
1_60,Implicit,Irony,neighbor,mistral
1_61,Implicit,Irony,neighbor,mistral
1_62,Implicit,Sarcasm,neighbor,mistral
1_63,Implicit,Irony,neighbor,mistral
1_64,Implicit,Coded Language,neighbor,mistral
1_65,Implicit,"Irony, Metaphor",neighbor,mistral
1_66,Implicit,Sarcasm,neighbor,mistral
1_67,Implicit,Irony,neighbor,mistral
1_68,Implicit,Irony,neighbor,mistral
1_69,Implicit,Coded Language,neighbor,mistral
1_70,Implicit,Irony,neighbor,mistral
1_71,Implicit,Irony,neighbor,mistral
1_72,Implicit,Irony,neighbor,mistral
1_73,Implicit,"Possible use of religious fervor or emotional intensity to express anger, frustration, or a threat",neighbor,mistral
1_74,Implicit,"Aggression, Insult",neighbor,mistral
1_75,Implicit,Coded Language,neighbor,mistral
1_76,Implicit,Sarcasm,neighbor,mistral
1_77,Implicit,Coded Language,neighbor,mistral
1_78,Implicit,Irony,neighbor,mistral
1_79,Implicit,Coded Language,neighbor,mistral
1_80,Implicit,Irony,neighbor,mistral
1_81,Implicit,Irony,neighbor,mistral
1_82,Implicit,Irony,neighbor,mistral
1_83,Implicit,Irony,neighbor,mistral
1_84,Implicit,Irony,neighbor,mistral
1_85,Implicit,Sarcasm,neighbor,mistral
1_86,Ambiguous,,neighbor,mistral
1_87,Explicit,,neighbor,mistral
1_88,Implicit,Sarcasm,neighbor,mistral
1_89,Implicit,Irony,neighbor,mistral
1_90,Implicit,Irony,neighbor,mistral
1_91,Implicit,Coded Language,neighbor,mistral
1_92,Implicit,"Irony, Sarcasm",neighbor,mistral
1_93,Implicit,Threat,neighbor,mistral
1_94,Implicit,Irony,neighbor,mistral
1_95,Implicit,Irony,neighbor,mistral
1_96,Implicit,Metaphor,neighbor,mistral
1_98,Explicit,,neighbor,mistral
1_99,Implicit,Irony,neighbor,mistral
1_100,Implicit,Coded Language,neighbor,mistral
1_101,Explicit,,neighbor,mistral
1_102,Implicit,Sarcasm,neighbor,mistral
1_103,Implicit,Irony,neighbor,mistral
1_104,Implicit,Irony,neighbor,mistral
1_105,Implicit,Irony,neighbor,mistral
1_106,Implicit,Sarcasm,neighbor,mistral
1_107,Implicit,Sarcasm,neighbor,mistral
1_108,Implicit,Irony,neighbor,mistral
1_109,Implicit,Coded Language,neighbor,mistral
1_110,Implicit,Irony,neighbor,mistral
1_111,Implicit,Irony,neighbor,mistral
1_112,Implicit,Irony,neighbor,mistral
1_113,Implicit,Irony,neighbor,mistral
1_114,Implicit,Irony,neighbor,mistral
1_115,Implicit,Irony,neighbor,mistral
1_116,Implicit,Irony,neighbor,mistral
1_117,Implicit,"Threatening Language, Implied Violence",neighbor,mistral
1_118,Ambiguous,,neighbor,mistral
1_119,Implicit,Sarcasm,neighbor,mistral
1_120,Explicit,,neighbor,mistral
1_121,Implicit,"Irony, Metaphor (Possible allusion to religious conflict or discrimination)",neighbor,mistral
1_122,Implicit,Coded Language,neighbor,mistral
1_123,Implicit,Irony,neighbor,mistral
1_124,Implicit,Irony,neighbor,mistral
1_125,Implicit,Sarcasm,neighbor,mistral
1_126,Implicit,Irony,neighbor,mistral
1_127,Implicit,"Historical Narrative, Potential Bias",neighbor,mistral
1_128,Implicit,Irony,neighbor,mistral
1_129,Implicit,Irony,neighbor,mistral
1_130,Implicit,Irony,neighbor,mistral
1_131,Implicit,Hate Speech (Coded Language),neighbor,mistral
1_132,Implicit,Irony,neighbor,mistral
1_133,Implicit,Irony,neighbor,mistral
1_134,Implicit,"Sarcasm, Metaphor",neighbor,mistral
1_135,Implicit,Coded Language,neighbor,mistral
1_136,Implicit,Irony,neighbor,mistral
1_137,Implicit,Irony,neighbor,mistral
1_138,Implicit,Irony,neighbor,mistral
1_139,Implicit,Sarcasm,neighbor,mistral
1_140,Implicit,Irony,neighbor,mistral
1_141,Implicit,Irony,neighbor,mistral
1_142,Implicit,Irony,neighbor,mistral
1_143,Implicit,"Irony, Coded Language",neighbor,mistral
1_144,Implicit,"Sarcasm, Coded Language",neighbor,mistral
1_146,Implicit,Irony,neighbor,mistral
1_147,Implicit,Irony,neighbor,mistral
1_148,Implicit,Metaphor,neighbor,mistral
1_149,Implicit,Irony,neighbor,mistral
1_150,Implicit,Irony,neighbor,mistral
1_151,Implicit,Irony,neighbor,mistral
1_152,Implicit,"Irony, Coded Language",neighbor,mistral
1_153,Implicit,"Hate Speech (Racism, Xenophobia)",neighbor,mistral
1_154,Explicit,,neighbor,mistral
1_155,Explicit,,neighbor,mistral
1_156,Explicit,,neighbor,mistral
1_157,Explicit,,neighbor,mistral
1_158,Implicit,"Hyperbole, Misinformation",neighbor,mistral
1_159,Implicit,Irony,neighbor,mistral
1_160,Implicit,Coded Language,neighbor,mistral
1_161,Ambiguous,,neighbor,mistral
1_162,Explicit,,neighbor,mistral
1_163,Implicit,Sarcasm,neighbor,mistral
1_164,Implicit,Coded Language,neighbor,mistral
1_165,Implicit,Sarcasm,neighbor,mistral
1_166,Implicit,Irony,neighbor,mistral
1_167,Implicit,"Irony, Historical Reference",neighbor,mistral
1_168,Implicit,Irony,neighbor,mistral
1_169,Implicit,Irony,neighbor,mistral
1_170,Implicit,Sarcasm,neighbor,mistral
1_171,Implicit,Irony,neighbor,mistral
1_172,Implicit,Irony,neighbor,mistral
1_173,Implicit,Irony,neighbor,mistral
1_174,Implicit,Sarcasm,neighbor,mistral
1_175,Implicit,Irony,neighbor,mistral
1_176,Implicit,"Sarcasm, Coded Language",neighbor,mistral
1_177,Implicit,Irony,neighbor,mistral
1_178,Implicit,Irony,neighbor,mistral
1_179,Implicit,Irony,neighbor,mistral
1_180,Implicit,Irony,neighbor,mistral
1_181,Implicit,Irony,neighbor,mistral
1_182,Explicit,,neighbor,mistral
1_183,Implicit,Coded Language,neighbor,mistral
1_184,Implicit,Irony,neighbor,mistral
1_185,Implicit,Irony,neighbor,mistral
1_186,Implicit,Coded Language,neighbor,mistral
1_187,Implicit,Metaphor,neighbor,mistral
1_188,Implicit,Extreme Nationalism,neighbor,mistral
1_189,Implicit,Coded Language,neighbor,mistral
1_190,Implicit,Sarcasm,neighbor,mistral
1_191,Implicit,Irony,neighbor,mistral
1_192,Implicit,Sarcasm,neighbor,mistral
1_194,Implicit,"Sarcasm, Metaphor (implied anger and frustration)",neighbor,mistral
1_195,Implicit,Irony,neighbor,mistral
1_196,Explicit,,neighbor,mistral
1_197,Implicit,Irony,neighbor,mistral
1_198,Implicit,Irony,neighbor,mistral
1_199,Implicit,Irony,neighbor,mistral
1_200,Implicit,Irony,neighbor,mistral
1_201,Implicit,Irony,neighbor,mistral
1_202,Explicit,,neighbor,mistral
1_203,Implicit,Irony,neighbor,mistral
1_204,Implicit,"Sarcasm, Metaphor",neighbor,mistral
1_205,Explicit,,neighbor,mistral
1_206,Implicit,Sarcasm,neighbor,mistral
1_207,Implicit,Irony,neighbor,mistral
1_208,Explicit,,neighbor,mistral
1_209,Implicit,Sarcasm,neighbor,mistral
1_210,Implicit,Irony,neighbor,mistral
1_211,Explicit,,neighbor,mistral
1_212,Implicit,Irony,neighbor,mistral
1_213,Implicit,Coded Language,neighbor,mistral
1_214,Implicit,Irony,neighbor,mistral
1_215,Implicit,Sarcasm,neighbor,mistral
1_216,Implicit,Coded Language,neighbor,mistral
1_217,Implicit,Irony,neighbor,mistral
1_218,Implicit,Irony,neighbor,mistral
1_219,Implicit,Sarcasm,neighbor,mistral
1_220,Explicit,,neighbor,mistral
1_221,Explicit,,neighbor,mistral
1_222,Implicit,Irony,neighbor,mistral
1_223,Implicit,Coded Language,neighbor,mistral
1_224,Implicit,Irony,neighbor,mistral
1_225,Implicit,Sarcasm,neighbor,mistral
1_226,Explicit,,neighbor,mistral
1_227,Implicit,Irony,neighbor,mistral
1_228,Explicit,,neighbor,mistral
1_229,Implicit,Irony,neighbor,mistral
1_230,Explicit,,neighbor,mistral
1_231,Implicit,Coded Language,neighbor,mistral
1_232,Implicit,"Fear, Stereotype",neighbor,mistral
1_233,Implicit,Irony,neighbor,mistral
1_234,Implicit,Irony,neighbor,mistral
1_235,Implicit,Threat,neighbor,mistral
1_236,Implicit,Coded Language,neighbor,mistral
1_237,Implicit,Irony,neighbor,mistral
1_238,Implicit,Coded Language,neighbor,mistral
1_239,Implicit,Irony,neighbor,mistral
1_241,Implicit,Sarcasm,neighbor,mistral
1_242,Implicit,Irony,neighbor,mistral
1_243,Implicit,Sarcasm,neighbor,mistral
1_244,Implicit,Sarcasm,neighbor,mistral
1_245,Implicit,Irony,neighbor,mistral
1_246,Explicit,,neighbor,mistral
1_247,Implicit,Sarcasm,neighbor,mistral
1_248,Implicit,Irony,neighbor,mistral
1_249,Implicit,Irony,neighbor,mistral
1_250,Implicit,Irony,neighbor,mistral
1_251,Implicit,Irony,neighbor,mistral
1_252,Implicit,"Threat, Possible Racism",neighbor,mistral
1_253,Explicit,,neighbor,mistral
1_254,Implicit,Sarcasm,neighbor,mistral
1_255,Explicit,,neighbor,mistral
1_256,Implicit,Irony,neighbor,mistral
1_257,Implicit,Irony,neighbor,mistral
1_258,Explicit,,neighbor,mistral
1_259,Implicit,Irony,neighbor,mistral
1_260,Implicit,Tone,neighbor,mistral
1_261,Implicit,Irony,neighbor,mistral
1_262,Implicit,Irony,neighbor,mistral
1_263,Implicit,"Rage, Coded Language",neighbor,mistral
1_264,Explicit,,neighbor,mistral
1_265,Implicit,Irony,neighbor,mistral
1_266,Implicit,Irony,neighbor,mistral
1_267,Implicit,Irony,neighbor,mistral
1_268,Implicit,Irony,neighbor,mistral
1_269,Implicit,Irony,neighbor,mistral
1_270,Explicit,,neighbor,mistral
1_271,Explicit,,neighbor,mistral
1_272,Implicit,Irony,neighbor,mistral
1_273,Implicit,Coded Language,neighbor,mistral
1_274,Implicit,Sarcasm,neighbor,mistral
1_275,Implicit,Irony,neighbor,mistral
1_276,Implicit,Irony,neighbor,mistral
1_277,Implicit,Irony,neighbor,mistral
1_278,Implicit,Coded Language,neighbor,mistral
1_279,Implicit,Irony,neighbor,mistral
1_280,Explicit,,neighbor,mistral
1_281,Implicit,Irony,neighbor,mistral
1_282,Implicit,Historical Sarcasm,neighbor,mistral
1_283,Implicit,Sarcasm,neighbor,mistral
1_284,Implicit,Irony,neighbor,mistral
1_285,Implicit,Irony,neighbor,mistral
1_286,Implicit,Irony,neighbor,mistral
1_288,Implicit,Irony,neighbor,mistral
1_289,Implicit,Coded Language,neighbor,mistral
1_290,Implicit,"Quoted Speech, Metaphor",neighbor,mistral
1_291,Implicit,Irony,neighbor,mistral
1_292,Implicit,"Sarcasm, Metaphor",neighbor,mistral
1_293,Implicit,Irony,neighbor,mistral
1_294,Implicit,"Irony, Coded Language",neighbor,mistral
1_295,Implicit,Irony,neighbor,mistral
1_296,Implicit,Sarcasm,neighbor,mistral
1_297,Explicit,,neighbor,mistral
1_298,Explicit,,neighbor,mistral
1_299,Implicit,Sarcasm,neighbor,mistral
1_300,Explicit,,neighbor,mistral
1_301,Implicit,Sarcasm,neighbor,mistral
1_302,Implicit,"Threat, Sarcasm",neighbor,mistral
1_303,Implicit,Irony,neighbor,mistral
1_304,Implicit,Metaphor,neighbor,mistral
1_305,Explicit,,neighbor,mistral
1_306,Implicit,Coded Language,neighbor,mistral
1_307,Explicit,,neighbor,mistral
1_308,Implicit,"Sarcasm, Irony",neighbor,mistral
1_309,Implicit,"Threatening Language (implied violence), Racism, Nationalism",neighbor,mistral
1_310,Implicit,"Sarcasm, Coded Language",neighbor,mistral
1_311,Implicit,Coded Language,neighbor,mistral
1_312,Implicit,Coded Language,neighbor,mistral
1_313,Implicit,"Emotional Appeal, Metaphor",neighbor,mistral
1_314,Implicit,Irony,neighbor,mistral
1_315,Implicit,Hyperbole,neighbor,mistral
1_316,Explicit,,neighbor,mistral
1_317,Implicit,Sarcasm,neighbor,mistral
1_318,Implicit,Irony,neighbor,mistral
1_319,Implicit,Irony,neighbor,mistral
1_320,Implicit,Coded Language,neighbor,mistral
1_321,Implicit,Irony,neighbor,mistral
1_322,Implicit,Coded Language,neighbor,mistral
1_323,Implicit,Coded Language,neighbor,mistral
1_324,Implicit,Coded Language,neighbor,mistral
1_325,Implicit,Coded Language,neighbor,mistral
1_326,Implicit,Racial Slur,neighbor,mistral
1_327,Implicit,Irony,neighbor,mistral
1_328,Implicit,"Irony, Sarcasm",neighbor,mistral
1_329,Implicit,"Irony, Coded Language",neighbor,mistral
1_330,Implicit,"Sarcasm, Hostility",neighbor,mistral
1_331,Implicit,Coded Language,neighbor,mistral
1_332,Implicit,Irony,neighbor,mistral
1_333,Implicit,"Threatening Language (implied violence), Sarcasm",neighbor,mistral
1_335,Implicit,Coded Language,neighbor,mistral
1_336,Implicit,Sarcasm,neighbor,mistral
1_337,Implicit,"Irony, Metaphor",neighbor,mistral
1_338,Implicit,Irony,neighbor,mistral
1_339,Implicit,Metaphor,neighbor,mistral
1_340,Implicit,Irony,neighbor,mistral
1_341,Implicit,"Sarcasm, Metaphor",neighbor,mistral
1_342,Implicit,"Irony, Sarcasm",neighbor,mistral
1_343,Explicit,,neighbor,mistral
1_344,Implicit,Sarcasm,neighbor,mistral
1_345,Implicit,Sarcasm,neighbor,mistral
1_346,Implicit,Sarcasm,neighbor,mistral
1_347,Implicit,Irony,neighbor,mistral
1_348,Implicit,Irony,neighbor,mistral
1_349,Implicit,Sarcasm,neighbor,mistral
1_350,Implicit,"Sarcasm, Irony",neighbor,mistral
1_351,Implicit,Irony,neighbor,mistral
1_352,Implicit,Sarcasm,neighbor,mistral
1_353,Implicit,Irony,neighbor,mistral
1_354,Implicit,Coded Language,neighbor,mistral
1_355,Implicit,Irony,neighbor,mistral
1_356,Implicit,Coded Language,neighbor,mistral
1_357,Implicit,Sarcasm,neighbor,mistral
1_358,Implicit,Irony,neighbor,mistral
1_359,Explicit,,neighbor,mistral
1_360,Implicit,Threat,neighbor,mistral
1_361,Implicit,Coded Language,neighbor,mistral
1_362,Implicit,Tone,neighbor,mistral
1_363,Implicit,Irony,neighbor,mistral
1_364,Implicit,Irony,neighbor,mistral
1_365,Implicit,Conspiracy Theory,neighbor,mistral
1_366,Implicit,"Sarcasm, Coded Language",neighbor,mistral
1_367,Implicit,Irony,neighbor,mistral
1_368,Implicit,Sarcasm,neighbor,mistral
1_369,Implicit,Sarcasm,neighbor,mistral
1_370,Implicit,"Irony, Sarcasm",neighbor,mistral
1_371,Implicit,Irony,neighbor,mistral
1_372,Implicit,Irony,neighbor,mistral
1_373,Explicit,,neighbor,mistral
1_374,Implicit,Irony,neighbor,mistral
1_375,Implicit,Coded Language,neighbor,mistral
1_376,Explicit,,neighbor,mistral
1_377,Implicit,Irony,neighbor,mistral
1_378,Explicit,,neighbor,mistral
1_379,Implicit,Irony,neighbor,mistral
1_380,Implicit,Irony,neighbor,mistral
1_382,Implicit,Irony,neighbor,mistral
1_383,Implicit,Irony,neighbor,mistral
1_384,Explicit,,neighbor,mistral
1_385,Implicit,Irony,neighbor,mistral
1_386,Implicit,Irony,neighbor,mistral
1_387,Implicit,"[Sarcasm], [Irony]",neighbor,mistral
1_388,Explicit,,neighbor,mistral
1_389,Explicit,,neighbor,mistral
1_390,Implicit,Sarcasm,neighbor,mistral
1_391,Implicit,Insult,neighbor,mistral
1_392,Explicit,,neighbor,mistral
1_393,Implicit,Irony,neighbor,mistral
1_394,Implicit,Irony,neighbor,mistral
1_395,Implicit,Irony,neighbor,mistral
1_396,Implicit,Irony,neighbor,mistral
1_397,Implicit,Irony,neighbor,mistral
1_398,Implicit,Irony,neighbor,mistral
1_399,Explicit,,neighbor,mistral
1_400,Implicit,Irony,neighbor,mistral
1_401,Implicit,Sarcasm,neighbor,mistral
1_402,Implicit,Irony,neighbor,mistral
1_403,Implicit,Irony,neighbor,mistral
1_404,Explicit,,neighbor,mistral
1_405,Implicit,Irony,neighbor,mistral
1_406,Implicit,Irony,neighbor,mistral
1_407,Implicit,Irony,neighbor,mistral
1_408,Implicit,Irony,neighbor,mistral
1_409,Implicit,Sarcasm,neighbor,mistral
1_410,Explicit,,neighbor,mistral
1_411,Explicit,,neighbor,mistral
1_412,Explicit,,neighbor,mistral
1_413,Implicit,Irony,neighbor,mistral
1_414,Implicit,Irony,neighbor,mistral
1_415,Implicit,Irony,neighbor,mistral
1_416,Implicit,Sarcasm,neighbor,mistral
1_417,Implicit,Coded Language,neighbor,mistral
1_418,Implicit,"Metaphor, Coded Language",neighbor,mistral
1_419,Implicit,Irony,neighbor,mistral
1_420,Implicit,Coded Language,neighbor,mistral
1_421,Implicit,Irony,neighbor,mistral
1_422,Explicit,,neighbor,mistral
1_423,Explicit,,neighbor,mistral
1_424,Explicit,,neighbor,mistral
1_425,Implicit,Irony,neighbor,mistral
1_426,Implicit,Sarcasm,neighbor,mistral
1_427,Implicit,Irony,neighbor,mistral
2_428,Implicit,Sarcasm,neighbor,mistral
2_429,Explicit,,neighbor,mistral
2_430,Implicit,Irony,neighbor,mistral
2_431,Implicit,"Hate Speech, Metaphor",neighbor,mistral
2_432,Implicit,Irony,neighbor,mistral
2_433,Implicit,"Aggression (potential threat), Racism",neighbor,mistral
2_434,Implicit,Supportive Tone,neighbor,mistral
2_435,Implicit,Irony,neighbor,mistral
2_436,Implicit,Sarcasm,neighbor,mistral
2_437,Implicit,Irony,neighbor,mistral
2_438,Implicit,"Sarcasm, Irony",neighbor,mistral
2_439,Implicit,Coded Language,neighbor,mistral
2_440,Implicit,"Irony, Coded Language",neighbor,mistral
2_441,Implicit,Irony,neighbor,mistral
2_442,Implicit,Irony,neighbor,mistral
2_443,Implicit,Irony,neighbor,mistral
2_444,Implicit,Irony,neighbor,mistral
2_445,Implicit,Irony,neighbor,mistral
2_446,Implicit,Irony,neighbor,mistral
2_447,Implicit,Irony,neighbor,mistral
2_448,Implicit,Irony,neighbor,mistral
2_449,Implicit,Sarcasm,neighbor,mistral
2_450,Implicit,Irony,neighbor,mistral
2_451,Implicit,Coded Language,neighbor,mistral
2_452,Explicit,,neighbor,mistral
2_453,Implicit,Irony,neighbor,mistral
2_454,Implicit,Coded Language,neighbor,mistral
2_455,Implicit,Irony,neighbor,mistral
2_456,Implicit,Sarcasm,neighbor,mistral
2_457,Implicit,Sarcasm,neighbor,mistral
2_458,Implicit,Irony,neighbor,mistral
2_459,Implicit,Irony,neighbor,mistral
2_460,Implicit,Coded Language,neighbor,mistral
2_461,Implicit,Coded Language,neighbor,mistral
2_462,Implicit,Coded Language,neighbor,mistral
2_463,Implicit,"Sarcasm, Coded Language",neighbor,mistral
2_464,Implicit,Sarcasm,neighbor,mistral
2_466,Implicit,Sarcasm,neighbor,mistral
2_467,Implicit,Irony,neighbor,mistral
2_468,Implicit,Irony,neighbor,mistral
2_469,Implicit,Metaphor,neighbor,mistral
2_470,Implicit,Irony,neighbor,mistral
2_471,Implicit,"Threat, possibly with elements of Sarcasm or Irony",neighbor,mistral
2_472,Implicit,"Threat, Racism",neighbor,mistral
2_473,Implicit,Irony,neighbor,mistral
2_474,Implicit,"Aggression, Insult",neighbor,mistral
2_475,Implicit,Sarcasm,neighbor,mistral
2_476,Implicit,Irony,neighbor,mistral
2_477,Implicit,Coded Language,neighbor,mistral
2_478,Implicit,"Irony, Sarcasm",neighbor,mistral
2_479,Implicit,Irony,neighbor,mistral
2_480,Implicit,"Sarcasm, Metaphor",neighbor,mistral
2_481,Explicit,,neighbor,mistral
2_482,Implicit,"Irony, Metaphor",neighbor,mistral
2_483,Implicit,Irony,neighbor,mistral
2_484,Implicit,Irony,neighbor,mistral
2_485,Implicit,"Sarcasm, Metaphor",neighbor,mistral
2_486,Implicit,"Sarcasm, Hostility",neighbor,mistral
2_487,Implicit,Irony,neighbor,mistral
2_488,Implicit,Irony,neighbor,mistral
2_489,Implicit,Irony,neighbor,mistral
2_490,Implicit,"Sarcasm, Offensive Language",neighbor,mistral
2_491,Implicit,"Irony, Coded Language",neighbor,mistral
2_492,Implicit,Irony,neighbor,mistral
2_493,Implicit,Sarcasm,neighbor,mistral
2_494,Implicit,"Irony, Coded Language",neighbor,mistral
2_495,Implicit,"Threatening Language (implied violence), Sarcasm/Irony",neighbor,mistral
2_496,Implicit,"Threatening Language, Hate Speech",neighbor,mistral
2_497,Implicit,Sarcasm,neighbor,mistral
2_498,Explicit,,neighbor,mistral
2_499,Implicit,Irony,neighbor,mistral
2_500,Implicit,Sarcasm,neighbor,mistral
2_501,Implicit,Sarcasm,neighbor,mistral
2_503,Implicit,Irony,neighbor,mistral
2_504,Implicit,Irony,neighbor,mistral
2_505,Implicit,Irony,neighbor,mistral
2_506,Implicit,Irony,neighbor,mistral
2_507,Implicit,Irony,neighbor,mistral
2_508,Implicit,Irony,neighbor,mistral
2_509,Implicit,Irony,neighbor,mistral
2_510,Explicit,,neighbor,mistral
2_511,Implicit,Irony,neighbor,mistral
2_512,Explicit,,neighbor,mistral
2_513,Implicit,Irony,neighbor,mistral
2_514,Implicit,Irony,neighbor,mistral
2_515,Implicit,"Threat, Possible Sarcasm (in 'I find this quote rather fitting')",neighbor,mistral
2_516,Implicit,Irony,neighbor,mistral
2_517,Implicit,Sarcasm,neighbor,mistral
2_518,Implicit,Coded Language,neighbor,mistral
2_519,Implicit,Irony,neighbor,mistral
2_520,Implicit,Sarcasm,neighbor,mistral
2_521,Implicit,Irony,neighbor,mistral
2_522,Implicit,Irony,neighbor,mistral
2_523,Implicit,"Irony, Coded Language",neighbor,mistral
2_524,Implicit,"Hyperbole, Negative Bias",neighbor,mistral
2_525,Implicit,Irony,neighbor,mistral
2_526,Implicit,Metaphor,neighbor,mistral
2_527,Implicit,Irony,neighbor,mistral
2_528,Implicit,"Irony, Sarcasm",neighbor,mistral
2_529,Implicit,Irony,neighbor,mistral
2_530,Implicit,"Irony, Coded Language",neighbor,mistral
2_531,Implicit,"Threatening Language, Coded Language",neighbor,mistral
2_532,Ambiguous,,neighbor,mistral
2_533,Implicit,"Insult, Sarcasm",neighbor,mistral
2_534,Implicit,Sarcasm,neighbor,mistral
2_535,Implicit,Irony,neighbor,mistral
2_536,Implicit,Defense,neighbor,mistral
2_537,Implicit,Irony,neighbor,mistral
2_538,Implicit,Metaphor,neighbor,mistral
2_540,Implicit,Irony,neighbor,mistral
2_541,Implicit,Irony,neighbor,mistral
2_542,Explicit,,neighbor,mistral
2_543,Implicit,"Sarcasm, Irony",neighbor,mistral
2_544,Implicit,Irony,neighbor,mistral
2_545,Implicit,Sarcasm,neighbor,mistral
2_546,Implicit,Metaphor,neighbor,mistral
2_547,Implicit,Sarcasm,neighbor,mistral
2_548,Implicit,"Irony, Coded Language",neighbor,mistral
2_549,Implicit,Irony,neighbor,mistral
2_550,Implicit,Sarcasm,neighbor,mistral
2_551,Implicit,Irony,neighbor,mistral
2_552,Explicit,,neighbor,mistral
2_553,Implicit,Sarcasm,neighbor,mistral
2_554,Explicit,,neighbor,mistral
2_555,Implicit,Irony,neighbor,mistral
2_556,Implicit,Sarcasm,neighbor,mistral
2_557,Implicit,Metaphor,neighbor,mistral
2_558,Implicit,Biblical Metaphor,neighbor,mistral
2_559,Ambiguous,,neighbor,mistral
2_560,Implicit,Hate Speech (Coded Language),neighbor,mistral
2_561,Explicit,,neighbor,mistral
2_562,Implicit,Irony,neighbor,mistral
2_563,Implicit,Irony,neighbor,mistral
2_564,Explicit,,neighbor,mistral
2_565,Implicit,"Sarcasm, Racism",neighbor,mistral
2_566,Implicit,"Sarcasm, Irony",neighbor,mistral
2_567,Implicit,Irony,neighbor,mistral
2_568,Implicit,Sarcasm,neighbor,mistral
2_569,Implicit,Coded Language,neighbor,mistral
2_570,Implicit,Sarcasm,neighbor,mistral
2_571,Implicit,Irony,neighbor,mistral
2_572,Implicit,Sarcasm,neighbor,mistral
2_573,Implicit,Irony,neighbor,mistral
2_574,Implicit,Metaphor,neighbor,mistral
2_575,Implicit,"Threatening Metaphor, Coded Language",neighbor,mistral
2_577,Implicit,Irony,neighbor,mistral
2_578,Implicit,Irony,neighbor,mistral
2_579,Implicit,Sarcasm,neighbor,mistral
2_580,Implicit,Irony,neighbor,mistral
2_581,Implicit,Sarcasm,neighbor,mistral
2_582,Implicit,Sarcasm,neighbor,mistral
2_583,Implicit,"Irony, Metaphor",neighbor,mistral
2_584,Implicit,Coded Language,neighbor,mistral
2_585,Implicit,Metaphor,neighbor,mistral
2_586,Implicit,Threat,neighbor,mistral
2_587,Implicit,Irony,neighbor,mistral
2_588,Implicit,Irony,neighbor,mistral
2_589,Implicit,Irony,neighbor,mistral
2_590,Implicit,Irony,neighbor,mistral
2_591,Implicit,Irony,neighbor,mistral
2_592,Implicit,Irony,neighbor,mistral
2_593,Implicit,Sarcasm,neighbor,mistral
2_594,Implicit,Irony,neighbor,mistral
2_595,Implicit,Irony,neighbor,mistral
2_596,Implicit,Irony,neighbor,mistral
2_597,Implicit,Irony,neighbor,mistral
2_598,Implicit,Irony,neighbor,mistral
2_599,Implicit,Irony,neighbor,mistral
2_600,Implicit,Sarcasm,neighbor,mistral
2_601,Implicit,Irony,neighbor,mistral
