document_id,framing_style,framing_tool,pipe,model
1_57,Implicit,Metaphor,neighbor,mistral-small
1_58,Implicit,Coded Language,neighbor,mistral-small
1_59,Implicit,Sarcasm,neighbor,mistral-small
1_60,Implicit,Sarcasm,neighbor,mistral-small
1_61,Implicit,Sarcasm,neighbor,mistral-small
1_62,Implicit,Sarcasm,neighbor,mistral-small
1_63,Implicit,Metaphor,neighbor,mistral-small
1_64,Implicit,Coded Language,neighbor,mistral-small
1_65,Implicit,"Sarcasm, Metaphor",neighbor,mistral-small
1_66,Implicit,Sarcasm,neighbor,mistral-small
1_67,Implicit,Sarcasm,neighbor,mistral-small
1_68,Implicit,Sarcasm,neighbor,mistral-small
1_69,Implicit,"Metaphor, Coded Language",neighbor,mistral-small
1_70,Implicit,"Sarcasm,Irony,Coded Language",neighbor,mistral-small
1_71,Implicit,Sarcasm,neighbor,mistral-small
1_72,Implicit,Metaphor,neighbor,mistral-small
1_73,Implicit,Coded Language,neighbor,mistral-small
1_74,Explicit,,neighbor,mistral-small
1_75,Implicit,Coded Language,neighbor,mistral-small
1_76,Implicit,Sarcasm,neighbor,mistral-small
1_77,Implicit,Coded Language,neighbor,mistral-small
1_78,Implicit,Metaphor,neighbor,mistral-small
1_79,Explicit,,neighbor,mistral-small
1_80,Implicit,Sarcasm,neighbor,mistral-small
1_81,Implicit,Sarcasm,neighbor,mistral-small
1_82,Implicit,Irony,neighbor,mistral-small
1_83,Implicit,Coded Language,neighbor,mistral-small
1_84,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
1_85,Explicit,,neighbor,mistral-small
1_86,Implicit,Coded Language,neighbor,mistral-small
1_87,Explicit,,neighbor,mistral-small
1_88,Implicit,"Sarcasm, Irony",neighbor,mistral-small
1_89,Implicit,Sarcasm,neighbor,mistral-small
1_90,Implicit,Irony,neighbor,mistral-small
1_91,Implicit,Metaphor,neighbor,mistral-small
1_92,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
1_93,Explicit,,neighbor,mistral-small
1_94,Implicit,Sarcasm,neighbor,mistral-small
1_95,Implicit,Coded Language,neighbor,mistral-small
1_96,Implicit,Metaphor,neighbor,mistral-small
1_98,Implicit,Sarcasm,neighbor,mistral-small
1_99,Implicit,Sarcasm,neighbor,mistral-small
1_100,Implicit,Coded Language,neighbor,mistral-small
1_101,Implicit,Sarcasm,neighbor,mistral-small
1_102,Implicit,Sarcasm,neighbor,mistral-small
1_103,Explicit,,neighbor,mistral-small
1_104,Implicit,Sarcasm,neighbor,mistral-small
1_105,Implicit,Sarcasm,neighbor,mistral-small
1_106,Implicit,`Coded Language`,neighbor,mistral-small
1_107,Implicit,Sarcasm,neighbor,mistral-small
1_108,Implicit,[Sarcasm],neighbor,mistral-small
1_109,Implicit,Metaphor,neighbor,mistral-small
1_110,Implicit,`Sarcasm`,neighbor,mistral-small
1_111,Implicit,Metaphor,neighbor,mistral-small
1_112,Implicit,Metaphor,neighbor,mistral-small
1_113,Implicit,Sarcasm,neighbor,mistral-small
1_114,Implicit,Irony,neighbor,mistral-small
1_115,Implicit,Sarcasm,neighbor,mistral-small
1_116,Implicit,Sarcasm,neighbor,mistral-small
1_117,Implicit,`Sarcasm`,neighbor,mistral-small
1_118,Implicit,Sarcasm,neighbor,mistral-small
1_119,Implicit,Ambiguous,neighbor,mistral-small
1_120,Explicit,,neighbor,mistral-small
1_121,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
1_122,Implicit,Sarcasm,neighbor,mistral-small
1_123,Implicit,Coded Language,neighbor,mistral-small
1_124,Implicit,Sarcasm,neighbor,mistral-small
1_125,Implicit,Sarcasm,neighbor,mistral-small
1_126,Explicit,,neighbor,mistral-small
1_127,Explicit,,neighbor,mistral-small
1_128,Implicit,Sarcasm,neighbor,mistral-small
1_129,Implicit,Sarcasm,neighbor,mistral-small
1_130,Explicit,,neighbor,mistral-small
1_131,Explicit,,neighbor,mistral-small
1_132,Explicit,,neighbor,mistral-small
1_133,Implicit,Sarcasm,neighbor,mistral-small
1_134,Implicit,"Sarcasm, Irony",neighbor,mistral-small
1_135,Implicit,Coded Language,neighbor,mistral-small
1_136,Implicit,Metaphor,neighbor,mistral-small
1_137,Implicit,Sarcasm,neighbor,mistral-small
1_138,Implicit,Sarcasm,neighbor,mistral-small
1_139,Implicit,Metaphor,neighbor,mistral-small
1_140,Implicit,Sarcasm,neighbor,mistral-small
1_141,Implicit,Sarcasm,neighbor,mistral-small
1_142,Implicit,Sarcasm,neighbor,mistral-small
1_143,Implicit,Metaphor,neighbor,mistral-small
1_144,Explicit,,neighbor,mistral-small
1_146,Implicit,Metaphor,neighbor,mistral-small
1_147,Implicit,Sarcasm,neighbor,mistral-small
1_148,Implicit,Sarcasm,neighbor,mistral-small
1_149,Implicit,"Sarcasm, Irony",neighbor,mistral-small
1_150,Implicit,`Sarcasm`,neighbor,mistral-small
1_151,Implicit,Sarcasm,neighbor,mistral-small
1_152,Implicit,Coded Language,neighbor,mistral-small
1_153,Explicit,,neighbor,mistral-small
1_154,Implicit,Irony,neighbor,mistral-small
1_155,Implicit,Coded Language,neighbor,mistral-small
1_156,Implicit,Coded Language,neighbor,mistral-small
1_157,Explicit,,neighbor,mistral-small
1_158,Implicit,Metaphor,neighbor,mistral-small
1_159,Implicit,Coded Language,neighbor,mistral-small
1_160,Implicit,Coded Language,neighbor,mistral-small
1_161,Implicit,Irony,neighbor,mistral-small
1_162,Explicit,,neighbor,mistral-small
1_163,Implicit,Sarcasm,neighbor,mistral-small
1_164,Explicit,,neighbor,mistral-small
1_165,Implicit,Sarcasm,neighbor,mistral-small
1_166,Implicit,"Sarcasm, Irony",neighbor,mistral-small
1_167,Implicit,"[""Irony"", ""Metaphor""]",neighbor,mistral-small
1_168,Implicit,Sarcasm,neighbor,mistral-small
1_169,Implicit,Sarcasm,neighbor,mistral-small
1_170,Implicit,Sarcasm,neighbor,mistral-small
1_171,Implicit,Sarcasm,neighbor,mistral-small
1_172,Implicit,Sarcasm,neighbor,mistral-small
1_173,Implicit,Coded Language,neighbor,mistral-small
1_174,Implicit,Metaphor,neighbor,mistral-small
1_175,Implicit,"Metaphor, Coded Language",neighbor,mistral-small
1_176,Implicit,Sarcasm,neighbor,mistral-small
1_177,Implicit,Metaphor,neighbor,mistral-small
1_178,Implicit,Metaphor,neighbor,mistral-small
1_179,Explicit,,neighbor,mistral-small
1_180,Explicit,,neighbor,mistral-small
1_181,Implicit,Coded Language,neighbor,mistral-small
1_182,Implicit,Coded Language,neighbor,mistral-small
1_183,Implicit,Coded Language,neighbor,mistral-small
1_184,Implicit,Coded Language,neighbor,mistral-small
1_185,Implicit,Metaphor,neighbor,mistral-small
1_186,Implicit,Coded Language,neighbor,mistral-small
1_187,Implicit,Coded Language,neighbor,mistral-small
1_188,Explicit,,neighbor,mistral-small
1_189,Implicit,Coded Language,neighbor,mistral-small
1_190,Explicit,,neighbor,mistral-small
1_191,Explicit,,neighbor,mistral-small
1_192,Implicit,Sarcasm,neighbor,mistral-small
1_194,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
1_195,Implicit,Sarcasm,neighbor,mistral-small
1_196,Implicit,Sarcasm,neighbor,mistral-small
1_197,Implicit,Coded Language,neighbor,mistral-small
1_198,Implicit,Sarcasm,neighbor,mistral-small
1_199,Implicit,Sarcasm,neighbor,mistral-small
1_200,Implicit,Sarcasm,neighbor,mistral-small
1_201,Explicit,,neighbor,mistral-small
1_202,Implicit,Coded Language,neighbor,mistral-small
1_203,Implicit,Metaphor,neighbor,mistral-small
1_204,Implicit,"Sarcasm, Irony",neighbor,mistral-small
1_205,Explicit,,neighbor,mistral-small
1_206,Implicit,Sarcasm,neighbor,mistral-small
1_207,Implicit,Metaphor,neighbor,mistral-small
1_208,Implicit,Irony,neighbor,mistral-small
1_209,Implicit,Sarcasm,neighbor,mistral-small
1_210,Implicit,Irony,neighbor,mistral-small
1_211,Implicit,Sarcasm,neighbor,mistral-small
1_212,Implicit,Coded Language,neighbor,mistral-small
1_213,Implicit,Sarcasm,neighbor,mistral-small
1_214,Implicit,Sarcasm,neighbor,mistral-small
1_215,Implicit,Sarcasm,neighbor,mistral-small
1_216,Implicit,Coded Language,neighbor,mistral-small
1_217,Implicit,Sarcasm,neighbor,mistral-small
1_218,Implicit,Metaphor,neighbor,mistral-small
1_219,Implicit,Sarcasm,neighbor,mistral-small
1_220,Explicit,,neighbor,mistral-small
1_221,Explicit,,neighbor,mistral-small
1_222,Implicit,Sarcasm,neighbor,mistral-small
1_223,Implicit,Sarcasm,neighbor,mistral-small
1_224,Implicit,Sarcasm,neighbor,mistral-small
1_225,Implicit,Sarcasm,neighbor,mistral-small
1_226,Implicit,Sarcasm,neighbor,mistral-small
1_227,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
1_228,Explicit,,neighbor,mistral-small
1_229,Explicit,,neighbor,mistral-small
1_230,Implicit,Metaphor,neighbor,mistral-small
1_231,Implicit,Coded Language,neighbor,mistral-small
1_232,Explicit,,neighbor,mistral-small
1_233,Implicit,Sarcasm,neighbor,mistral-small
1_234,Implicit,Sarcasm,neighbor,mistral-small
1_235,Explicit,,neighbor,mistral-small
1_236,Implicit,Coded Language,neighbor,mistral-small
1_237,Implicit,Coded Language,neighbor,mistral-small
1_238,Implicit,Irony,neighbor,mistral-small
1_239,Implicit,Coded Language,neighbor,mistral-small
1_241,Implicit,Sarcasm,neighbor,mistral-small
1_242,Explicit,,neighbor,mistral-small
1_243,Impicit,Sarcasm,neighbor,mistral-small
1_244,Implicit,Sarcasm,neighbor,mistral-small
1_245,Implicit,Sarcasm,neighbor,mistral-small
1_246,Implicit,Coded Language,neighbor,mistral-small
1_247,Implicit,Sarcasm,neighbor,mistral-small
1_248,Implicit,Sarcasm,neighbor,mistral-small
1_249,Implicit,Metaphor,neighbor,mistral-small
1_250,Implicit,Metaphor,neighbor,mistral-small
1_251,Implicit,Sarcasm,neighbor,mistral-small
1_252,Explicit,,neighbor,mistral-small
1_253,Implicit,Coded Language,neighbor,mistral-small
1_254,Implicit,Coded Language,neighbor,mistral-small
1_255,Explicit,,neighbor,mistral-small
1_256,Explicit,,neighbor,mistral-small
1_257,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
1_258,Explicit,,neighbor,mistral-small
1_259,Implicit,Coded Language,neighbor,mistral-small
1_260,Implicit,Sarcasm,neighbor,mistral-small
1_261,Implicit,Metaphor,neighbor,mistral-small
1_262,Implicit,Sarcasm,neighbor,mistral-small
1_263,Explicit,,neighbor,mistral-small
1_264,Implicit,Sarcasm,neighbor,mistral-small
1_265,Implicit,Irony,neighbor,mistral-small
1_266,Implicit,Sarcasm,neighbor,mistral-small
1_267,Implicit,Sarcasm,neighbor,mistral-small
1_268,Explicit,,neighbor,mistral-small
1_269,Implicit,Sarcasm,neighbor,mistral-small
1_270,Explicit,,neighbor,mistral-small
1_271,Implicit,Coded Language,neighbor,mistral-small
1_272,Implicit,Coded Language,neighbor,mistral-small
1_273,Implicit,Sarcasm,neighbor,mistral-small
1_274,Implicit,`Sarcasm`,neighbor,mistral-small
1_275,Implicit,Coded Language,neighbor,mistral-small
1_276,Implicit,`Coded Language`,neighbor,mistral-small
1_277,Explicit,,neighbor,mistral-small
1_278,Explicit,,neighbor,mistral-small
1_279,Implicit,Coded Language,neighbor,mistral-small
1_280,Explicit,,neighbor,mistral-small
1_281,Implicit,Coded Language,neighbor,mistral-small
1_282,Implicit,Coded Language,neighbor,mistral-small
1_283,Implicit,Metaphor,neighbor,mistral-small
1_284,Implicit,Coded Language,neighbor,mistral-small
1_285,Implicit,Coded Language,neighbor,mistral-small
1_286,Implicit,Coded Language,neighbor,mistral-small
1_288,Explicit,,neighbor,mistral-small
1_289,Implicit,Coded Language,neighbor,mistral-small
1_290,Explicit,,neighbor,mistral-small
1_291,Implicit,`Coded Language`,neighbor,mistral-small
1_292,Implicit,Coded Language,neighbor,mistral-small
1_293,Implicit,Sarcasm,neighbor,mistral-small
1_294,Implicit,Sarcasm,neighbor,mistral-small
1_295,Implicit,Metaphor,neighbor,mistral-small
1_296,Implicit,Sarcasm,neighbor,mistral-small
1_297,Implicit,Coded Language,neighbor,mistral-small
1_298,Implicit,Sarcasm,neighbor,mistral-small
1_299,Implicit,Sarcasm,neighbor,mistral-small
1_300,Explicit,,neighbor,mistral-small
1_301,Implicit,Sarcasm,neighbor,mistral-small
1_302,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
1_303,Implicit,Sarcasm,neighbor,mistral-small
1_304,Implicit,Sarcasm,neighbor,mistral-small
1_305,Explicit,,neighbor,mistral-small
1_306,Implicit,Coded Language,neighbor,mistral-small
1_307,Explicit,,neighbor,mistral-small
1_308,Implicit,"Sarcasm, Irony",neighbor,mistral-small
1_309,Implicit,Sarcasm,neighbor,mistral-small
1_310,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
1_311,Implicit,Metaphor,neighbor,mistral-small
1_312,Implicit,Coded Language,neighbor,mistral-small
1_313,Implicit,Metaphor,neighbor,mistral-small
1_314,Implicit,Metaphor,neighbor,mistral-small
1_315,Implicit,Metaphor,neighbor,mistral-small
1_316,Explicit,,neighbor,mistral-small
1_317,Implicit,Sarcasm,neighbor,mistral-small
1_318,Implicit,Metaphor,neighbor,mistral-small
1_319,Explicit,,neighbor,mistral-small
1_320,Implicit,Coded Language,neighbor,mistral-small
1_321,Implicit,Sarcasm,neighbor,mistral-small
1_322,Implicit,Metaphor,neighbor,mistral-small
1_323,Implicit,Coded Language,neighbor,mistral-small
1_324,Implicit,Coded Language,neighbor,mistral-small
1_325,Implicit,Coded Language,neighbor,mistral-small
1_326,Implicit,Coded Language,neighbor,mistral-small
1_327,Implicit,Sarcasm,neighbor,mistral-small
1_328,Implicit,"Sarcasm, Irony",neighbor,mistral-small
1_329,Implicit,`Coded Language`,neighbor,mistral-small
1_330,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
1_331,Explicit,,neighbor,mistral-small
1_332,Implicit,`Coded Language`,neighbor,mistral-small
1_333,Implicit,Coded Language,neighbor,mistral-small
1_335,Implicit,Coded Language,neighbor,mistral-small
1_336,Implicit,Sarcasm,neighbor,mistral-small
1_337,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
1_338,Implicit,`Coded Language`,neighbor,mistral-small
1_339,Implicit,Metaphor,neighbor,mistral-small
1_340,Implicit,Sarcasm,neighbor,mistral-small
1_341,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
1_342,Implicit,"Sarcasm, Irony",neighbor,mistral-small
1_343,Implicit,`Irony`,neighbor,mistral-small
1_344,Implicit,Coded Language,neighbor,mistral-small
1_345,Implicit,`Sarcasm`,neighbor,mistral-small
1_346,Implicit,Sarcasm,neighbor,mistral-small
1_347,Implicit,Metaphor,neighbor,mistral-small
1_348,Explicit,,neighbor,mistral-small
1_349,Implicit,Sarcasm,neighbor,mistral-small
1_350,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
1_351,Implicit,Sarcasm,neighbor,mistral-small
1_352,Implicit,Sarcasm,neighbor,mistral-small
1_353,Implicit,Coded Language,neighbor,mistral-small
1_354,Implicit,Sarcasm,neighbor,mistral-small
1_355,Implicit,Coded Language,neighbor,mistral-small
1_356,Implicit,Coded Language,neighbor,mistral-small
1_357,Implicit,Irony,neighbor,mistral-small
1_358,Implicit,Sarcasm,neighbor,mistral-small
1_359,Implicit,Irony,neighbor,mistral-small
1_360,Implicit,Coded Language,neighbor,mistral-small
1_361,Implicit,Coded Language,neighbor,mistral-small
1_362,Implicit,Sarcasm,neighbor,mistral-small
1_363,Implicit,Sarcasm,neighbor,mistral-small
1_364,Implicit,Sarcasm,neighbor,mistral-small
1_365,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
1_366,Implicit,Sarcasm,neighbor,mistral-small
1_367,Implicit,"Sarcasm, Irony",neighbor,mistral-small
1_368,Implicit,Sarcasm,neighbor,mistral-small
1_369,Implicit,Sarcasm,neighbor,mistral-small
1_370,Implicit,Sarcasm,neighbor,mistral-small
1_371,Explicit,,neighbor,mistral-small
1_372,Implicit,Sarcasm,neighbor,mistral-small
1_373,Explicit,,neighbor,mistral-small
1_374,Explicit,,neighbor,mistral-small
1_375,Implicit,Coded Language,neighbor,mistral-small
1_376,Explicit,,neighbor,mistral-small
1_377,Implicit,Sarcasm,neighbor,mistral-small
1_378,Explicit,,neighbor,mistral-small
1_379,Implicit,Metaphor,neighbor,mistral-small
1_380,Implicit,Metaphor,neighbor,mistral-small
1_382,Implicit,Sarcasm,neighbor,mistral-small
1_383,Implicit,Sarcasm,neighbor,mistral-small
1_384,Explicit,,neighbor,mistral-small
1_385,Implicit,Irony,neighbor,mistral-small
1_386,Implicit,Sarcasm,neighbor,mistral-small
1_387,Implicit,"Metaphor, Coded Language",neighbor,mistral-small
1_388,Implicit,Sarcasm,neighbor,mistral-small
1_389,Explicit,,neighbor,mistral-small
1_390,Implicit,Sarcasm,neighbor,mistral-small
1_391,Implicit,Coded Language,neighbor,mistral-small
1_392,Explicit,,neighbor,mistral-small
1_393,Implicit,Metaphor,neighbor,mistral-small
1_394,Implicit,Sarcasm,neighbor,mistral-small
1_395,Implicit,Sarcasm,neighbor,mistral-small
1_396,Implicit,Coded Language,neighbor,mistral-small
1_397,Explicit,,neighbor,mistral-small
1_398,Implicit,Sarcasm,neighbor,mistral-small
1_399,Explicit,,neighbor,mistral-small
1_400,Explicit,,neighbor,mistral-small
1_401,Implicit,Sarcasm,neighbor,mistral-small
1_402,Implicit,Sarcasm,neighbor,mistral-small
1_403,Implicit,Sarcasm,neighbor,mistral-small
1_404,Implicit,Metaphor,neighbor,mistral-small
1_405,Implicit,Sarcasm,neighbor,mistral-small
1_406,Implicit,Sarcasm,neighbor,mistral-small
1_407,Implicit,Sarcasm,neighbor,mistral-small
1_408,Explicit,,neighbor,mistral-small
1_409,Explicit,,neighbor,mistral-small
1_410,Explicit,,neighbor,mistral-small
1_411,Implicit,Sarcasm,neighbor,mistral-small
1_412,Implicit,Sarcasm,neighbor,mistral-small
1_413,Implicit,Sarcasm,neighbor,mistral-small
1_414,Implicit,Sarcasm,neighbor,mistral-small
1_415,Implicit,Sarcasm,neighbor,mistral-small
1_416,Implicit,Sarcasm,neighbor,mistral-small
1_417,Implicit,Coded Language,neighbor,mistral-small
1_418,Implicit,Metaphor,neighbor,mistral-small
1_419,Implicit,Sarcasm,neighbor,mistral-small
1_420,Implicit,Sarcasm,neighbor,mistral-small
1_421,Explicit,,neighbor,mistral-small
1_422,Implicit,Coded Language,neighbor,mistral-small
1_423,Explicit,,neighbor,mistral-small
1_424,Explicit,,neighbor,mistral-small
1_425,Explicit,,neighbor,mistral-small
1_426,Implicit,Sarcasm,neighbor,mistral-small
1_427,Implicit,Coded Language,neighbor,mistral-small
2_428,Implicit,Sarcasm,neighbor,mistral-small
2_429,Implicit,Irony,neighbor,mistral-small
2_430,Implicit,"Sarcasm, Irony",neighbor,mistral-small
2_431,Explicit,,neighbor,mistral-small
2_432,Implicit,Sarcasm,neighbor,mistral-small
2_433,Implicit,`Sarcasm`,neighbor,mistral-small
2_434,Implicit,Coded Language,neighbor,mistral-small
2_435,Explicit,,neighbor,mistral-small
2_436,Explicit,,neighbor,mistral-small
2_437,Implicit,Sarcasm,neighbor,mistral-small
2_438,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
2_439,Implicit,Metaphor,neighbor,mistral-small
2_440,Implicit,Coded Language,neighbor,mistral-small
2_441,Implicit,Sarcasm,neighbor,mistral-small
2_442,Implicit,Sarcasm,neighbor,mistral-small
2_443,Implicit,Sarcasm,neighbor,mistral-small
2_444,Implicit,"Metaphor, Coded Language",neighbor,mistral-small
2_445,Explicit,,neighbor,mistral-small
2_446,Implicit,Coded Language,neighbor,mistral-small
2_447,Implicit,Irony,neighbor,mistral-small
2_448,Explicit,,neighbor,mistral-small
2_449,Explicit,,neighbor,mistral-small
2_450,Implicit,Sarcasm,neighbor,mistral-small
2_451,Implicit,Sarcasm,neighbor,mistral-small
2_452,Implicit,Sarcasm,neighbor,mistral-small
2_453,Implicit,Metaphor,neighbor,mistral-small
2_454,Implicit,Coded Language,neighbor,mistral-small
2_455,Implicit,Sarcasm,neighbor,mistral-small
2_456,Implicit,Sarcasm,neighbor,mistral-small
2_457,Implicit,Sarcasm,neighbor,mistral-small
2_458,Implicit,Coded Language,neighbor,mistral-small
2_459,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
2_460,Implicit,`Coded Language`,neighbor,mistral-small
2_461,Implicit,Coded Language,neighbor,mistral-small
2_462,Explicit,,neighbor,mistral-small
2_463,Implicit,Sarcasm,neighbor,mistral-small
2_464,Implicit,Sarcasm,neighbor,mistral-small
2_466,Explicit,,neighbor,mistral-small
2_467,Implicit,Sarcasm,neighbor,mistral-small
2_468,Implicit,Sarcasm,neighbor,mistral-small
2_469,Implicit,Metaphor,neighbor,mistral-small
2_470,Implicit,Sarcasm,neighbor,mistral-small
2_471,Implicit,"Sarcasm, Irony",neighbor,mistral-small
2_472,Implicit,Sarcasm,neighbor,mistral-small
2_473,Implicit,Sarcasm,neighbor,mistral-small
2_474,Implicit,"Sarcasm, Irony",neighbor,mistral-small
2_475,Implicit,Sarcasm,neighbor,mistral-small
2_476,Implicit,"Coded Language, Irony",neighbor,mistral-small
2_477,Implicit,`Coded Language`,neighbor,mistral-small
2_478,Implicit,"Sarcasm, Irony",neighbor,mistral-small
2_479,Implicit,Metaphor,neighbor,mistral-small
2_480,Implicit,"Metaphor, Coded Language",neighbor,mistral-small
2_481,Implicit,Sarcasm,neighbor,mistral-small
2_482,Implicit,`Sarcasm`,neighbor,mistral-small
2_483,Implicit,`Sarcasm`,neighbor,mistral-small
2_484,Implicit,Sarcasm,neighbor,mistral-small
2_485,Implicit,Coded Language,neighbor,mistral-small
2_486,Explicit,,neighbor,mistral-small
2_487,Implicit,Sarcasm,neighbor,mistral-small
2_488,Implicit,Sarcasm,neighbor,mistral-small
2_489,Implicit,Coded Language,neighbor,mistral-small
2_490,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
2_491,Implicit,"Sarcasm, Coded Language",neighbor,mistral-small
2_492,Implicit,Sarcasm,neighbor,mistral-small
2_493,Implicit,`Sarcasm`,neighbor,mistral-small
2_494,Implicit,Coded Language,neighbor,mistral-small
2_495,Implicit,Metaphor,neighbor,mistral-small
2_496,Explicit,,neighbor,mistral-small
2_497,Implicit,Sarcasm,neighbor,mistral-small
2_498,Implicit,Coded Language,neighbor,mistral-small
2_499,Implicit,Sarcasm,neighbor,mistral-small
2_500,Implicit,Sarcasm,neighbor,mistral-small
2_501,Implicit,Coded Language,neighbor,mistral-small
2_503,Implicit,Sarcasm,neighbor,mistral-small
2_504,Implicit,Sarcasm,neighbor,mistral-small
2_505,Implicit,Irony,neighbor,mistral-small
2_506,Implicit,"Metaphor, Coded Language",neighbor,mistral-small
2_507,Implicit,Metaphor,neighbor,mistral-small
2_508,Implicit,Metaphor,neighbor,mistral-small
2_509,Implicit,Metaphor,neighbor,mistral-small
2_510,Explicit,,neighbor,mistral-small
2_511,Implicit,"Metaphor, Coded Language",neighbor,mistral-small
2_512,Implicit,Metaphor,neighbor,mistral-small
2_513,Implicit,Metaphor,neighbor,mistral-small
2_514,Implicit,`Metaphor`,neighbor,mistral-small
2_515,Implicit,Metaphor,neighbor,mistral-small
2_516,Implicit,Coded Language,neighbor,mistral-small
2_517,Implicit,Sarcasm,neighbor,mistral-small
2_518,Implicit,Coded Language,neighbor,mistral-small
2_519,Implicit,Metaphor,neighbor,mistral-small
2_520,Implicit,Sarcasm,neighbor,mistral-small
2_521,Implicit,"Sarcasm, Irony",neighbor,mistral-small
2_522,Implicit,Sarcasm,neighbor,mistral-small
2_523,Implicit,"Sarcasm, Irony",neighbor,mistral-small
2_524,Implicit,Metaphor,neighbor,mistral-small
2_525,Implicit,Sarcasm,neighbor,mistral-small
2_526,Implicit,Metaphor,neighbor,mistral-small
2_527,Implicit,Coded Language,neighbor,mistral-small
2_528,Implicit,Sarcasm,neighbor,mistral-small
2_529,Implicit,Coded Language,neighbor,mistral-small
2_530,Implicit,Sarcasm,neighbor,mistral-small
2_531,Explicit,,neighbor,mistral-small
2_532,Implicit,`Sarcasm`,neighbor,mistral-small
2_533,Implicit,Sarcasm,neighbor,mistral-small
2_534,Implicit,Sarcasm,neighbor,mistral-small
2_535,Implicit,Irony,neighbor,mistral-small
2_536,Explicit,,neighbor,mistral-small
2_537,Explicit,,neighbor,mistral-small
2_538,Implicit,Metaphor,neighbor,mistral-small
2_540,Implicit,"Metaphor, Coded Language",neighbor,mistral-small
2_541,Implicit,Metaphor,neighbor,mistral-small
2_542,Implicit,`Metaphor`,neighbor,mistral-small
2_543,Implicit,Sarcasm,neighbor,mistral-small
