document_id,framing_style,framing_tool,pipe,model
1_71,Implicit,Sarcasm,context,qwen3:14b
1_72,Explicit,,context,qwen3:14b
1_73,Explicit,,context,qwen3:14b
1_74,Explicit,,context,qwen3:14b
1_75,Implicit,Coded Language,context,qwen3:14b
1_76,Explicit,,context,qwen3:14b
1_77,Implicit,Sarcasm,context,qwen3:14b
1_78,Implicit,Coded Language,context,qwen3:14b
1_79,Explicit,,context,qwen3:14b
1_80,Explicit,,context,qwen3:14b
1_81,Implicit,Sarcasm,context,qwen3:14b
1_82,Implicit,Metaphor,context,qwen3:14b
1_83,Explicit,,context,qwen3:14b
1_84,Implicit,Coded Language,context,qwen3:14b
1_85,Explicit,,context,qwen3:14b
1_86,Implicit,Coded Language,context,qwen3:14b
1_87,Explicit,,context,qwen3:14b
1_88,Implicit,"Sarcasm,Irony",context,qwen3:14b
1_89,Implicit,"Irony,Sarcasm",context,qwen3:14b
1_90,Explicit,,context,qwen3:14b
1_91,Explicit,,context,qwen3:14b
1_92,Explicit,,context,qwen3:14b
1_93,Explicit,,context,qwen3:14b
1_94,Implicit,"Sarcasm,Irony",context,qwen3:14b
1_95,Explicit,,context,qwen3:14b
1_96,Implicit,Metaphor,context,qwen3:14b
1_98,Explicit,,context,qwen3:14b
1_99,Explicit,,context,qwen3:14b
1_100,Implicit,Coded Language,context,qwen3:14b
1_101,Explicit,,context,qwen3:14b
1_102,Implicit,Coded Language,context,qwen3:14b
1_103,Explicit,,context,qwen3:14b
1_104,Explicit,,context,qwen3:14b
1_105,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
1_106,Explicit,,context,qwen3:14b
1_107,Explicit,,context,qwen3:14b
1_108,Implicit,"Sarcasm,Irony",context,qwen3:14b
1_109,Implicit,"Metaphor,Coded Language",context,qwen3:14b
1_110,Implicit,"Metaphor,Coded Language",context,qwen3:14b
1_111,Explicit,,context,qwen3:14b
1_112,Implicit,Metaphor,context,qwen3:14b
1_113,Implicit,Sarcasm,context,qwen3:14b
1_114,Implicit,Metaphor,context,qwen3:14b
1_115,Implicit,"Sarcasm,Irony",context,qwen3:14b
1_116,Implicit,Irony,context,qwen3:14b
1_117,Implicit,Threat,context,qwen3:14b
1_118,Explicit,,context,qwen3:14b
1_119,Explicit,,context,qwen3:14b
1_120,Explicit,,context,qwen3:14b
1_121,Implicit,Coded Language,context,qwen3:14b
1_122,Explicit,,context,qwen3:14b
1_123,Implicit,"Metaphor,Coded Language",context,qwen3:14b
1_124,Implicit,Metaphor,context,qwen3:14b
1_125,Implicit,Coded Language,context,qwen3:14b
1_126,Implicit,Coded Language,context,qwen3:14b
1_127,Explicit,,context,qwen3:14b
1_128,Implicit,Coded Language,context,qwen3:14b
1_129,Implicit,Coded Language,context,qwen3:14b
1_130,Explicit,,context,qwen3:14b
1_131,Explicit,,context,qwen3:14b
1_132,Explicit,,context,qwen3:14b
1_133,Implicit,"Sarcasm,Irony",context,qwen3:14b
1_134,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
1_135,Implicit,Coded Language,context,qwen3:14b
1_136,Explicit,,context,qwen3:14b
1_137,Implicit,"Sarcasm,Irony",context,qwen3:14b
1_138,Explicit,,context,qwen3:14b
1_139,Explicit,,context,qwen3:14b
1_140,Implicit,Metaphor,context,qwen3:14b
1_141,Implicit,Sarcasm,context,qwen3:14b
1_142,Implicit,Irony,context,qwen3:14b
1_143,Explicit,,context,qwen3:14b
1_144,Implicit,Coded Language,context,qwen3:14b
1_146,Implicit,Coded Language,context,qwen3:14b
1_147,Implicit,Sarcasm,context,qwen3:14b
1_148,Implicit,Coded Language,context,qwen3:14b
1_149,Explicit,,context,qwen3:14b
1_150,Implicit,Coded Language,context,qwen3:14b
1_151,Explicit,,context,qwen3:14b
1_152,Implicit,Coded Language,context,qwen3:14b
1_153,Explicit,,context,qwen3:14b
1_154,Explicit,,context,qwen3:14b
1_155,Explicit,,context,qwen3:14b
1_156,Explicit,,context,qwen3:14b
1_157,Explicit,,context,qwen3:14b
1_158,Explicit,,context,qwen3:14b
1_159,Explicit,,context,qwen3:14b
1_160,Explicit,,context,qwen3:14b
1_161,Explicit,,context,qwen3:14b
1_162,Explicit,,context,qwen3:14b
1_163,Implicit,"Sarcasm, Coded Language",context,qwen3:14b
1_164,Explicit,,context,qwen3:14b
1_165,Explicit,,context,qwen3:14b
1_166,Implicit,Coded Language,context,qwen3:14b
1_167,Implicit,"Metaphor,Coded Language",context,qwen3:14b
1_168,Explicit,,context,qwen3:14b
1_169,Implicit,Coded Language,context,qwen3:14b
1_170,Implicit,Coded Language,context,qwen3:14b
1_171,Implicit,"Metaphor,Coded Language",context,qwen3:14b
1_172,Implicit,Coded Language,context,qwen3:14b
1_173,Implicit,Coded Language,context,qwen3:14b
1_174,Implicit,"Metaphor, Coded Language",context,qwen3:14b
1_175,Implicit,Coded Language,context,qwen3:14b
1_176,Explicit,,context,qwen3:14b
1_177,Implicit,Coded Language,context,qwen3:14b
1_178,Implicit,Coded Language,context,qwen3:14b
1_179,Explicit,,context,qwen3:14b
1_180,Explicit,,context,qwen3:14b
1_181,Implicit,Coded Language,context,qwen3:14b
1_182,Explicit,,context,qwen3:14b
1_183,Explicit,,context,qwen3:14b
1_184,Implicit,Coded Language,context,qwen3:14b
1_185,Implicit,Coded Language,context,qwen3:14b
1_186,Implicit,Coded Language,context,qwen3:14b
1_187,Implicit,Coded Language,context,qwen3:14b
1_188,Explicit,,context,qwen3:14b
1_189,Explicit,,context,qwen3:14b
1_190,Explicit,,context,qwen3:14b
1_191,Implicit,Coded Language,context,qwen3:14b
1_192,Implicit,Coded Language,context,qwen3:14b
1_194,Explicit,,context,qwen3:14b
1_195,Implicit,Coded Language,context,qwen3:14b
1_196,Explicit,,context,qwen3:14b
1_197,Implicit,Coded Language,context,qwen3:14b
1_198,Implicit,Sarcasm,context,qwen3:14b
1_199,Implicit,Coded Language,context,qwen3:14b
1_200,Implicit,"Metaphor,Coded Language",context,qwen3:14b
1_201,Implicit,Coded Language,context,qwen3:14b
1_202,Implicit,Coded Language,context,qwen3:14b
1_203,Implicit,"Metaphor,Coded Language",context,qwen3:14b
1_204,Implicit,Coded Language,context,qwen3:14b
1_205,Explicit,,context,qwen3:14b
1_206,Implicit,Coded Language,context,qwen3:14b
1_207,Implicit,Metaphor,context,qwen3:14b
1_208,Explicit,,context,qwen3:14b
1_209,Implicit,Coded Language,context,qwen3:14b
1_210,Implicit,Coded Language,context,qwen3:14b
1_211,Explicit,,context,qwen3:14b
1_212,Implicit,Coded Language,context,qwen3:14b
1_213,Explicit,,context,qwen3:14b
1_214,Implicit,Coded Language,context,qwen3:14b
1_215,Implicit,"Sarcasm,Coded Language",context,qwen3:14b
1_216,Implicit,Coded Language,context,qwen3:14b
1_217,Explicit,,context,qwen3:14b
1_218,Implicit,Coded Language,context,qwen3:14b
1_219,Implicit,Coded Language,context,qwen3:14b
1_220,Explicit,,context,qwen3:14b
1_221,Explicit,,context,qwen3:14b
1_222,Implicit,Sarcasm,context,qwen3:14b
1_223,Implicit,Coded Language,context,qwen3:14b
1_224,Explicit,,context,qwen3:14b
1_225,Explicit,,context,qwen3:14b
1_226,Implicit,Coded Language,context,qwen3:14b
1_227,Implicit,Coded Language,context,qwen3:14b
1_228,Explicit,,context,qwen3:14b
1_229,Explicit,,context,qwen3:14b
1_230,Explicit,,context,qwen3:14b
1_231,Explicit,,context,qwen3:14b
1_232,Explicit,,context,qwen3:14b
1_233,Implicit,Coded Language,context,qwen3:14b
1_234,Implicit,Coded Language,context,qwen3:14b
1_235,Explicit,,context,qwen3:14b
1_236,Implicit,Coded Language,context,qwen3:14b
1_237,Implicit,Coded Language,context,qwen3:14b
1_238,Implicit,Coded Language,context,qwen3:14b
1_239,Implicit,Coded Language,context,qwen3:14b
1_241,Explicit,,context,qwen3:14b
1_242,Implicit,Sarcasm,context,qwen3:14b
1_243,Explicit,,context,qwen3:14b
1_244,Explicit,,context,qwen3:14b
1_245,Implicit,Sarcasm,context,qwen3:14b
1_246,Explicit,,context,qwen3:14b
1_247,Explicit,,context,qwen3:14b
1_248,Implicit,Sarcasm,context,qwen3:14b
1_249,Implicit,"Sarcasm,Irony,Metaphor,Coded Language",context,qwen3:14b
1_250,Implicit,Metaphor,context,qwen3:14b
1_251,Implicit,"Metaphor,Coded Language",context,qwen3:14b
1_252,Explicit,,context,qwen3:14b
1_253,Explicit,,context,qwen3:14b
1_254,Explicit,,context,qwen3:14b
1_255,Explicit,,context,qwen3:14b
1_256,Explicit,,context,qwen3:14b
1_257,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
1_258,Explicit,,context,qwen3:14b
1_259,Implicit,Sarcasm,context,qwen3:14b
1_260,Explicit,,context,qwen3:14b
1_261,Implicit,Metaphor,context,qwen3:14b
1_262,Explicit,,context,qwen3:14b
1_263,Explicit,,context,qwen3:14b
1_264,Explicit,,context,qwen3:14b
1_265,Explicit,,context,qwen3:14b
1_266,Explicit,,context,qwen3:14b
1_267,Explicit,,context,qwen3:14b
1_268,Implicit,"Sarcasm,Irony",context,qwen3:14b
1_269,Implicit,Metaphor,context,qwen3:14b
1_270,Explicit,,context,qwen3:14b
1_271,Explicit,,context,qwen3:14b
1_272,Implicit,"Sarcasm,Irony",context,qwen3:14b
1_273,Explicit,,context,qwen3:14b
1_274,Explicit,,context,qwen3:14b
1_275,Implicit,Coded Language,context,qwen3:14b
1_276,Explicit,,context,qwen3:14b
1_277,Explicit,,context,qwen3:14b
1_278,Explicit,,context,qwen3:14b
1_279,Explicit,,context,qwen3:14b
1_280,Explicit,,context,qwen3:14b
1_281,Implicit,"Metaphor,Coded Language",context,qwen3:14b
1_282,Implicit,Coded Language,context,qwen3:14b
1_283,Explicit,,context,qwen3:14b
1_284,Explicit,,context,qwen3:14b
1_285,Explicit,,context,qwen3:14b
1_286,Implicit,Coded Language,context,qwen3:14b
1_288,Explicit,,context,qwen3:14b
1_289,Explicit,,context,qwen3:14b
1_290,Explicit,,context,qwen3:14b
1_291,Implicit,Coded Language,context,qwen3:14b
1_292,Implicit,Coded Language,context,qwen3:14b
1_293,Implicit,Coded Language,context,qwen3:14b
1_294,Implicit,Coded Language,context,qwen3:14b
1_295,Implicit,Coded Language,context,qwen3:14b
1_296,Implicit,Coded Language,context,qwen3:14b
1_297,Implicit,Coded Language,context,qwen3:14b
1_298,Explicit,,context,qwen3:14b
1_299,Implicit,Coded Language,context,qwen3:14b
1_300,Explicit,,context,qwen3:14b
1_301,Explicit,,context,qwen3:14b
1_302,Explicit,,context,qwen3:14b
1_303,Implicit,Coded Language,context,qwen3:14b
1_304,Implicit,Coded Language,context,qwen3:14b
1_305,Implicit,Coded Language,context,qwen3:14b
1_306,Explicit,,context,qwen3:14b
1_307,Explicit,,context,qwen3:14b
1_308,Explicit,,context,qwen3:14b
1_309,Implicit,Coded Language,context,qwen3:14b
1_310,Implicit,Coded Language,context,qwen3:14b
1_311,Implicit,Coded Language,context,qwen3:14b
1_312,Implicit,Coded Language,context,qwen3:14b
1_313,Implicit,Coded Language,context,qwen3:14b
1_314,Implicit,Metaphor,context,qwen3:14b
1_315,Implicit,Metaphor,context,qwen3:14b
1_316,Explicit,,context,qwen3:14b
1_317,Explicit,,context,qwen3:14b
1_318,Implicit,Coded Language,context,qwen3:14b
1_319,Explicit,,context,qwen3:14b
1_320,Explicit,,context,qwen3:14b
1_321,Implicit,Coded Language,context,qwen3:14b
1_322,Implicit,Coded Language,context,qwen3:14b
1_323,Explicit,,context,qwen3:14b
1_324,Implicit,Coded Language,context,qwen3:14b
1_325,Explicit,,context,qwen3:14b
1_326,Explicit,,context,qwen3:14b
1_327,Implicit,Coded Language,context,qwen3:14b
1_328,Implicit,Coded Language,context,qwen3:14b
1_329,Implicit,Coded Language,context,qwen3:14b
1_330,Explicit,,context,qwen3:14b
1_331,Explicit,,context,qwen3:14b
1_332,Implicit,Coded Language,context,qwen3:14b
1_333,Implicit,Coded Language,context,qwen3:14b
1_335,Implicit,Coded Language,context,qwen3:14b
1_336,Implicit,Coded Language,context,qwen3:14b
1_337,Explicit,,context,qwen3:14b
1_338,Implicit,Coded Language,context,qwen3:14b
1_339,Implicit,Coded Language,context,qwen3:14b
1_340,Implicit,Coded Language,context,qwen3:14b
1_341,Explicit,,context,qwen3:14b
1_342,Implicit,Coded Language,context,qwen3:14b
1_343,Explicit,,context,qwen3:14b
1_344,Explicit,,context,qwen3:14b
1_345,Implicit,Coded Language,context,qwen3:14b
1_346,Implicit,Coded Language,context,qwen3:14b
1_347,Implicit,Coded Language,context,qwen3:14b
1_348,Explicit,,context,qwen3:14b
1_349,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
1_350,Implicit,Coded Language,context,qwen3:14b
1_351,Explicit,,context,qwen3:14b
1_352,Implicit,Coded Language,context,qwen3:14b
1_353,Implicit,Coded Language,context,qwen3:14b
1_354,Implicit,Coded Language,context,qwen3:14b
1_355,Implicit,Coded Language,context,qwen3:14b
1_356,Implicit,Coded Language,context,qwen3:14b
1_357,Explicit,,context,qwen3:14b
1_358,Explicit,,context,qwen3:14b
1_359,Implicit,Coded Language,context,qwen3:14b
1_360,Implicit,Coded Language,context,qwen3:14b
1_361,Implicit,Coded Language,context,qwen3:14b
1_362,Implicit,Coded Language,context,qwen3:14b
1_363,Explicit,,context,qwen3:14b
1_364,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
1_365,Implicit,Coded Language,context,qwen3:14b
1_366,Explicit,,context,qwen3:14b
1_367,Implicit,Coded Language,context,qwen3:14b
1_368,Explicit,,context,qwen3:14b
1_369,Explicit,,context,qwen3:14b
1_370,Implicit,Coded Language,context,qwen3:14b
1_371,Implicit,Coded Language,context,qwen3:14b
1_372,Explicit,,context,qwen3:14b
1_373,Explicit,,context,qwen3:14b
1_374,Explicit,,context,qwen3:14b
1_375,Implicit,Coded Language,context,qwen3:14b
1_376,Explicit,,context,qwen3:14b
1_377,Explicit,,context,qwen3:14b
1_378,Explicit,,context,qwen3:14b
1_379,Implicit,Coded Language,context,qwen3:14b
1_380,Explicit,,context,qwen3:14b
1_382,Explicit,,context,qwen3:14b
1_383,Explicit,,context,qwen3:14b
1_384,Explicit,,context,qwen3:14b
1_385,Implicit,Sarcasm,context,qwen3:14b
1_386,Explicit,,context,qwen3:14b
1_387,Implicit,"Metaphor,Coded Language,Irony,Sarcasm",context,qwen3:14b
1_388,Implicit,Sarcasm,context,qwen3:14b
1_389,Explicit,,context,qwen3:14b
1_390,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
1_391,Explicit,,context,qwen3:14b
1_392,Explicit,,context,qwen3:14b
1_393,Implicit,Metaphor,context,qwen3:14b
1_394,Explicit,,context,qwen3:14b
1_395,Explicit,,context,qwen3:14b
1_396,Explicit,,context,qwen3:14b
1_397,Explicit,,context,qwen3:14b
1_398,Implicit,"Metaphor,Coded Language",context,qwen3:14b
1_399,Explicit,,context,qwen3:14b
1_400,Explicit,,context,qwen3:14b
1_401,Explicit,,context,qwen3:14b
1_402,Implicit,Metaphor,context,qwen3:14b
1_403,Explicit,,context,qwen3:14b
1_404,Explicit,,context,qwen3:14b
1_405,Explicit,,context,qwen3:14b
1_406,Implicit,"Sarcasm,Irony",context,qwen3:14b
1_407,Explicit,,context,qwen3:14b
1_408,Explicit,,context,qwen3:14b
1_409,Explicit,,context,qwen3:14b
1_410,Explicit,,context,qwen3:14b
1_411,Explicit,,context,qwen3:14b
1_412,Explicit,,context,qwen3:14b
1_413,Explicit,,context,qwen3:14b
1_414,Implicit,Sarcasm,context,qwen3:14b
1_415,Explicit,,context,qwen3:14b
1_416,Implicit,Sarcasm,context,qwen3:14b
1_417,Implicit,"Metaphor,Coded Language",context,qwen3:14b
1_418,Explicit,,context,qwen3:14b
1_419,Implicit,Sarcasm,context,qwen3:14b
1_420,Explicit,,context,qwen3:14b
1_421,Explicit,,context,qwen3:14b
1_422,Implicit,Metaphor,context,qwen3:14b
1_423,Explicit,,context,qwen3:14b
1_424,Explicit,,context,qwen3:14b
1_425,Explicit,,context,qwen3:14b
1_426,Implicit,Coded Language,context,qwen3:14b
1_427,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
2_428,Explicit,,context,qwen3:14b
2_429,Explicit,,context,qwen3:14b
2_430,Implicit,"Sarcasm,Irony",context,qwen3:14b
2_431,Implicit,"Metaphor,Coded Language",context,qwen3:14b
2_432,Explicit,,context,qwen3:14b
2_433,Explicit,,context,qwen3:14b
2_434,Explicit,,context,qwen3:14b
2_435,Explicit,,context,qwen3:14b
2_436,Explicit,,context,qwen3:14b
2_437,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
2_438,Explicit,,context,qwen3:14b
2_439,Implicit,"Metaphor,Coded Language",context,qwen3:14b
2_440,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
2_441,Implicit,Sarcasm,context,qwen3:14b
2_442,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
2_443,Explicit,,context,qwen3:14b
2_444,Explicit,,context,qwen3:14b
2_445,Explicit,,context,qwen3:14b
2_446,Explicit,,context,qwen3:14b
2_447,Explicit,,context,qwen3:14b
2_448,Explicit,,context,qwen3:14b
2_449,Implicit,Sarcasm,context,qwen3:14b
2_450,Explicit,,context,qwen3:14b
2_451,Explicit,,context,qwen3:14b
2_452,Implicit,Coded Language,context,qwen3:14b
2_453,Explicit,,context,qwen3:14b
2_454,Explicit,,context,qwen3:14b
2_455,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
2_456,Implicit,"Sarcasm,Irony",context,qwen3:14b
2_457,Implicit,Sarcasm,context,qwen3:14b
2_458,Explicit,,context,qwen3:14b
2_459,Implicit,Coded Language,context,qwen3:14b
2_460,Implicit,"Metaphor,Coded Language",context,qwen3:14b
2_461,Implicit,"Metaphor,Coded Language",context,qwen3:14b
2_462,Explicit,,context,qwen3:14b
2_463,Explicit,,context,qwen3:14b
2_464,Explicit,,context,qwen3:14b
2_466,Implicit,Coded Language,context,qwen3:14b
2_467,Implicit,Coded Language,context,qwen3:14b
2_468,Implicit,Coded Language,context,qwen3:14b
2_469,Implicit,Metaphor,context,qwen3:14b
2_470,Implicit,Coded Language,context,qwen3:14b
2_471,Explicit,,context,qwen3:14b
2_472,Explicit,,context,qwen3:14b
2_473,Implicit,Coded Language,context,qwen3:14b
2_474,Implicit,Coded Language,context,qwen3:14b
2_475,Explicit,,context,qwen3:14b
2_476,Explicit,,context,qwen3:14b
2_477,Implicit,Coded Language,context,qwen3:14b
2_478,Implicit,Coded Language,context,qwen3:14b
2_479,Implicit,Coded Language,context,qwen3:14b
2_480,Implicit,Coded Language,context,qwen3:14b
2_481,Explicit,,context,qwen3:14b
2_482,Explicit,,context,qwen3:14b
2_483,Explicit,,context,qwen3:14b
2_484,Explicit,,context,qwen3:14b
2_485,Implicit,Coded Language,context,qwen3:14b
2_486,Explicit,,context,qwen3:14b
2_487,Implicit,Coded Language,context,qwen3:14b
2_488,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
2_489,Implicit,Coded Language,context,qwen3:14b
2_490,Explicit,,context,qwen3:14b
2_491,Implicit,Coded Language,context,qwen3:14b
2_492,Implicit,Coded Language,context,qwen3:14b
2_493,Implicit,Coded Language,context,qwen3:14b
2_494,Implicit,Coded Language,context,qwen3:14b
2_495,Implicit,Coded Language,context,qwen3:14b
2_496,Explicit,,context,qwen3:14b
2_497,Explicit,,context,qwen3:14b
2_498,Explicit,,context,qwen3:14b
2_499,Implicit,Coded Language,context,qwen3:14b
2_500,Implicit,Metaphor,context,qwen3:14b
2_501,Implicit,Coded Language,context,qwen3:14b
2_503,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
2_504,Implicit,"Sarcasm,Irony",context,qwen3:14b
2_505,Implicit,Sarcasm,context,qwen3:14b
2_506,Implicit,"Metaphor,Coded Language",context,qwen3:14b
2_507,Explicit,,context,qwen3:14b
2_508,Implicit,"Metaphor,Coded Language",context,qwen3:14b
2_509,Implicit,Metaphor,context,qwen3:14b
2_510,Explicit,,context,qwen3:14b
2_511,Implicit,"Metaphor,Sarcasm,Irony",context,qwen3:14b
2_512,Explicit,,context,qwen3:14b
2_513,Explicit,,context,qwen3:14b
2_514,Explicit,,context,qwen3:14b
2_515,Implicit,Metaphor,context,qwen3:14b
2_516,Explicit,,context,qwen3:14b
2_517,Explicit,,context,qwen3:14b
2_518,Implicit,Insult,context,qwen3:14b
2_519,Implicit,Metaphor,context,qwen3:14b
2_520,Implicit,"Sarcasm,Irony",context,qwen3:14b
2_521,Explicit,,context,qwen3:14b
2_522,Explicit,,context,qwen3:14b
2_523,Implicit,"Sarcasm,Irony,Threats,Coded Language",context,qwen3:14b
2_524,Implicit,Metaphor,context,qwen3:14b
2_525,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
2_526,Implicit,"Metaphor,Coded Language",context,qwen3:14b
2_527,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
2_528,Implicit,"Sarcasm,Irony",context,qwen3:14b
2_529,Implicit,Coded Language,context,qwen3:14b
2_530,Explicit,,context,qwen3:14b
2_531,Explicit,,context,qwen3:14b
2_532,Implicit,Sarcasm,context,qwen3:14b
2_533,Explicit,,context,qwen3:14b
2_534,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
2_535,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
2_536,Explicit,,context,qwen3:14b
2_537,Explicit,,context,qwen3:14b
2_538,Implicit,"Metaphor,Coded Language",context,qwen3:14b
2_540,Implicit,"Metaphor,Coded Language",context,qwen3:14b
2_541,Explicit,,context,qwen3:14b
2_542,Implicit,"Metaphor,Coded Language",context,qwen3:14b
2_543,Explicit,,context,qwen3:14b
2_544,Explicit,,context,qwen3:14b
2_545,Explicit,,context,qwen3:14b
2_546,Explicit,,context,qwen3:14b
2_547,Implicit,"Metaphor,Coded Language,Irony,Sarcasm",context,qwen3:14b
2_548,Implicit,Coded Language,context,qwen3:14b
2_549,Implicit,Metaphor,context,qwen3:14b
2_550,Explicit,,context,qwen3:14b
2_551,Implicit,"Sarcasm,Irony",context,qwen3:14b
2_552,Explicit,,context,qwen3:14b
2_553,Implicit,Coded Language,context,qwen3:14b
2_554,Explicit,,context,qwen3:14b
2_555,Explicit,,context,qwen3:14b
2_556,Explicit,,context,qwen3:14b
2_557,Explicit,,context,qwen3:14b
2_558,Explicit,,context,qwen3:14b
2_559,Explicit,,context,qwen3:14b
2_560,Explicit,,context,qwen3:14b
2_561,Explicit,,context,qwen3:14b
2_562,Explicit,,context,qwen3:14b
2_563,Implicit,"Sarcasm,Irony",context,qwen3:14b
2_564,Explicit,,context,qwen3:14b
2_565,Explicit,,context,qwen3:14b
2_566,Implicit,"Sarcasm, Metaphor",context,qwen3:14b
2_567,Implicit,"Metaphor,Coded Language",context,qwen3:14b
2_568,Explicit,,context,qwen3:14b
2_569,Implicit,Coded Language,context,qwen3:14b
2_570,Implicit,Sarcasm,context,qwen3:14b
2_571,Implicit,"Metaphor,Coded Language",context,qwen3:14b
2_572,Implicit,Coded Language,context,qwen3:14b
2_573,Explicit,,context,qwen3:14b
2_574,Implicit,Metaphor,context,qwen3:14b
2_575,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
2_577,Implicit,Threat,context,qwen3:14b
2_578,Explicit,,context,qwen3:14b
2_579,Explicit,,context,qwen3:14b
2_580,Implicit,Coded Language,context,qwen3:14b
2_581,Explicit,,context,qwen3:14b
2_582,Implicit,"Metaphor,Coded Language",context,qwen3:14b
2_583,Implicit,"Sarcasm,Irony",context,qwen3:14b
2_584,Explicit,,context,qwen3:14b
2_585,Explicit,,context,qwen3:14b
2_586,Explicit,,context,qwen3:14b
2_587,Explicit,,context,qwen3:14b
2_588,Implicit,"Sarcasm,Irony,Coded Language",context,qwen3:14b
2_589,Explicit,,context,qwen3:14b
2_590,Implicit,"Irony, Sarcasm",context,qwen3:14b
2_591,Explicit,,context,qwen3:14b
2_592,Implicit,"Sarcasm,Irony",context,qwen3:14b
2_593,Explicit,,context,qwen3:14b
2_594,Implicit,"Metaphor,Coded Language",context,qwen3:14b
2_595,Implicit,"Sarcasm,Irony",context,qwen3:14b
2_596,Explicit,,context,qwen3:14b
2_597,Implicit,Coded Language,context,qwen3:14b
