document_id,framing_style,framing_tool,pipe,model
2_555,Explicit,,agent,qwen3:14b
2_556,Explicit,,agent,qwen3:14b
2_557,Explicit,,agent,qwen3:14b
2_558,Explicit,,agent,qwen3:14b
2_559,Explicit,,agent,qwen3:14b
2_560,Explicit,,agent,qwen3:14b
2_561,Explicit,,agent,qwen3:14b
2_562,Explicit,,agent,qwen3:14b
2_563,Implicit,"Sarcasm,Irony",agent,qwen3:14b
2_564,Explicit,,agent,qwen3:14b
2_565,Explicit,,agent,qwen3:14b
2_566,Implicit,"Sarcasm,Irony,Coded Language",agent,qwen3:14b
2_567,Implicit,"Metaphor,Coded Language",agent,qwen3:14b
2_568,Implicit,"Sarcasm,Irony,Coded Language",agent,qwen3:14b
2_569,Implicit,Coded Language,agent,qwen3:14b
2_570,Implicit,"Sarcasm,Irony",agent,qwen3:14b
2_571,Implicit,"Sarcasm,Irony,Coded Language",agent,qwen3:14b
