document_id,framing_style,framing_tool,pipe,model
1_162,Explicit,,context,mistral
1_163,Implicit,Sarcasm,context,mistral
1_164,Implicit,"Exclamation Marks, Rhetorical Device",context,mistral
1_165,Implicit,Sarcasm,context,mistral
1_166,Implicit,"Irony, Sarcasm",context,mistral
1_167,Implicit,"Irony, Historical Reference (Adolf Hitler)",context,mistral
1_168,Implicit,Hyperbole,context,mistral
1_169,Implicit,Irony,context,mistral
1_170,Implicit,Sarcasm,context,mistral
1_171,Implicit,Irony,context,mistral
1_172,Implicit,Sarcasm,context,mistral
1_173,Implicit,Irony,context,mistral
1_174,Implicit,Sarcasm,context,mistral
1_175,Implicit,Irony,context,mistral
1_176,Implicit,"Sarcasm, Coded Language",context,mistral
1_177,Implicit,Sarcasm,context,mistral
1_178,Implicit,Sarcasm,context,mistral
1_179,Implicit,Metaphor,context,mistral
1_180,Implicit,Sarcasm,context,mistral
1_181,Explicit,,context,mistral
1_182,Explicit,,context,mistral
1_183,Explicit,,context,mistral
1_184,Implicit,Sarcasm,context,mistral
1_185,Implicit,Hyperbole,context,mistral
1_186,Implicit,Metaphor,context,mistral
1_187,Explicit,,context,mistral
1_188,Implicit,Coded Language,context,mistral
1_189,Implicit,Coded Language,context,mistral
1_190,Implicit,Sarcasm,context,mistral
1_191,Implicit,Coded Language,context,mistral
1_192,Explicit,,context,mistral
1_194,Implicit,"Sarcasm, Irony",context,mistral
1_195,Implicit,Irony,context,mistral
1_196,Explicit,,context,mistral
1_197,Explicit,,context,mistral
1_198,Implicit,Irony,context,mistral
1_199,Implicit,Irony,context,mistral
1_200,Implicit,Irony,context,mistral
1_201,Implicit,Hyperbolic Language,context,mistral
1_202,Explicit,,context,mistral
1_203,Implicit,Irony,context,mistral
1_204,Implicit,Coded Language,context,mistral
1_205,Implicit,Metaphor,context,mistral
1_206,Implicit,Irony,context,mistral
1_207,Implicit,Hyperbole,context,mistral
1_208,Explicit,,context,mistral
1_209,Implicit,Irony,context,mistral
1_210,Implicit,Irony,context,mistral
1_211,Explicit,,context,mistral
1_212,Implicit,Irony,context,mistral
1_213,Implicit,Coded Language,context,mistral
1_214,Implicit,Coded Language,context,mistral
1_215,Implicit,Irony,context,mistral
1_216,Implicit,Coded Language,context,mistral
1_217,Implicit,Irony,context,mistral
1_218,Implicit,Coded Language,context,mistral
1_219,Implicit,Irony,context,mistral
1_220,Implicit,Irony,context,mistral
1_221,Explicit,,context,mistral
1_222,Implicit,Irony,context,mistral
1_223,Implicit,Coded Language,context,mistral
1_224,Implicit,Irony,context,mistral
1_225,Implicit,Sarcasm,context,mistral
1_226,Implicit,"Irony, Coded Language",context,mistral
1_227,Implicit,Irony,context,mistral
1_228,Explicit,,context,mistral
1_229,Explicit,,context,mistral
1_230,Explicit,,context,mistral
1_231,Implicit,Coded Language,context,mistral
1_232,Implicit,Coded Language,context,mistral
1_233,Implicit,Irony,context,mistral
1_234,Implicit,Irony,context,mistral
1_235,Implicit,Threat,context,mistral
1_236,Implicit,Metaphor,context,mistral
1_237,Implicit,Coded Language,context,mistral
1_238,Implicit,Irony,context,mistral
1_239,Implicit,Irony,context,mistral
1_241,Implicit,Sarcasm,context,mistral
1_242,Implicit,Coded Language,context,mistral
1_243,Implicit,Coded Language,context,mistral
1_244,Explicit,,context,mistral
1_245,Implicit,Irony,context,mistral
1_246,Explicit,,context,mistral
1_247,Explicit,,context,mistral
1_248,Implicit,Threat with Violence veiled as Joke (Irony),context,mistral
1_249,Implicit,Irony,context,mistral
1_250,Implicit,"Hate Speech, Metaphor",context,mistral
1_251,Implicit,Irony,context,mistral
1_252,Implicit,Threat,context,mistral
1_253,Explicit,,context,mistral
1_254,Explicit,,context,mistral
1_255,Explicit,,context,mistral
1_256,Implicit,Metaphor,context,mistral
1_257,Implicit,Irony,context,mistral
1_258,Implicit,Irony,context,mistral
1_259,Explicit,,context,mistral
1_260,Implicit,Sarcasm,context,mistral
1_261,Implicit,Irony,context,mistral
1_262,Implicit,Irony,context,mistral
1_263,Implicit,"Expletive, Threat",context,mistral
1_264,Explicit,,context,mistral
1_265,Implicit,Coded Language,context,mistral
1_266,Implicit,Irony,context,mistral
1_267,Implicit,Sarcasm,context,mistral
1_268,Implicit,Irony,context,mistral
1_269,Implicit,Irony,context,mistral
1_270,Implicit,Coded Language,context,mistral
1_271,Implicit,Irony,context,mistral
1_272,Implicit,Irony,context,mistral
1_273,Explicit,,context,mistral
1_274,Implicit,Sarcasm,context,mistral
1_275,Implicit,Irony,context,mistral
1_276,Implicit,Irony,context,mistral
1_277,Implicit,Irony,context,mistral
1_278,Explicit,,context,mistral
1_279,Implicit,Coded Language,context,mistral
1_280,Explicit,,context,mistral
1_281,Implicit,Irony,context,mistral
1_282,Implicit,Historical Metaphor,context,mistral
1_283,Implicit,Irony,context,mistral
1_284,Implicit,Coded Language,context,mistral
1_285,Implicit,Irony,context,mistral
1_286,Implicit,Irony,context,mistral
1_288,Implicit,Coded Language,context,mistral
1_289,Implicit,Coded Language,context,mistral
1_290,Implicit,Coded Language,context,mistral
1_291,Implicit,Coded Language,context,mistral
1_292,Implicit,"Coded Language, Escalation",context,mistral
1_293,Implicit,Coded Language,context,mistral
1_294,Implicit,"Coded Language, Irony",context,mistral
1_295,Implicit,Coded Language,context,mistral
1_296,Implicit,Coded Language,context,mistral
1_297,Explicit,,context,mistral
1_298,Explicit,,context,mistral
1_299,Implicit,Coded Language,context,mistral
1_300,Implicit,Coded Language,context,mistral
1_301,Implicit,Sarcasm,context,mistral
1_302,Implicit,"Coded Language, Threat",context,mistral
1_303,Implicit,Coded Language,context,mistral
1_304,Implicit,Coded Language,context,mistral
1_305,Implicit,Coded Language,context,mistral
1_306,Implicit,Coded Language,context,mistral
1_307,Explicit,,context,mistral
1_308,Implicit,"Coded Language, Sarcasm",context,mistral
1_309,Implicit,"Sarcasm, Coded Language",context,mistral
1_310,Implicit,"Coded Language, Sarcasm",context,mistral
1_311,Implicit,Coded Language,context,mistral
1_312,Implicit,Coded Language,context,mistral
1_313,Implicit,Coded Language,context,mistral
1_314,Implicit,Metaphor,context,mistral
1_315,Implicit,Metaphor,context,mistral
1_316,Explicit,,context,mistral
1_317,Implicit,Coded Language,context,mistral
1_318,Implicit,Coded Language,context,mistral
1_319,Explicit,,context,mistral
1_320,Implicit,Coded Language,context,mistral
1_321,Implicit,Coded Language,context,mistral
1_322,Implicit,Coded Language,context,mistral
1_323,Implicit,Coded Language,context,mistral
1_324,Implicit,Coded Language,context,mistral
1_325,Implicit,Coded Language,context,mistral
1_326,Implicit,Coded Language,context,mistral
1_327,Implicit,Coded Language,context,mistral
1_328,Implicit,"Coded Language, Irony",context,mistral
1_329,Implicit,Coded Language,context,mistral
1_330,Implicit,Coded Language,context,mistral
1_331,Implicit,Coded Language,context,mistral
1_332,Implicit,Coded Language,context,mistral
1_333,Implicit,Threat (Coded Language),context,mistral
1_335,Implicit,Irony,context,mistral
1_336,Implicit,Sarcasm,context,mistral
1_337,Implicit,"Sarcasm, Metaphor",context,mistral
1_338,Implicit,Threat,context,mistral
1_339,Implicit,Metaphor,context,mistral
1_340,Implicit,Coded Language,context,mistral
1_341,Implicit,Irony,context,mistral
1_342,Implicit,"Sarcasm, Irony",context,mistral
1_343,Explicit,,context,mistral
1_344,Implicit,Coded Language,context,mistral
1_345,Implicit,Sarcasm,context,mistral
1_346,Implicit,Irony,context,mistral
1_347,Implicit,Irony,context,mistral
1_348,Implicit,"Irony, Sarcasm",context,mistral
1_349,Implicit,Sarcasm,context,mistral
1_350,Implicit,"Sarcasm, Metaphor",context,mistral
1_351,Implicit,Irony,context,mistral
1_352,Implicit,Sarcasm,context,mistral
1_353,Implicit,Irony,context,mistral
1_354,Implicit,Irony,context,mistral
1_355,Implicit,Irony,context,mistral
1_356,Implicit,Religious Justification,context,mistral
1_357,Implicit,Sarcasm,context,mistral
1_358,Implicit,,context,mistral
1_359,Implicit,Irony,context,mistral
1_360,Implicit,"Threat (implied), Glorification of Violence",context,mistral
1_361,Implicit,"Metaphor, Coded Language",context,mistral
1_362,Implicit,Coded Language,context,mistral
1_363,Implicit,Irony,context,mistral
1_364,Implicit,Irony,context,mistral
1_365,Implicit,Irony,context,mistral
1_366,Implicit,"Sarcasm, Insult",context,mistral
1_367,Implicit,Irony,context,mistral
1_368,Implicit,Irony,context,mistral
1_369,Implicit,Sarcasm,context,mistral
1_370,Implicit,"Irony, Metaphor",context,mistral
1_371,Implicit,Irony,context,mistral
1_372,Implicit,Irony,context,mistral
1_373,Explicit,,context,mistral
1_374,Implicit,Irony,context,mistral
1_375,Implicit,Coded Language,context,mistral
1_376,Explicit,,context,mistral
1_377,Implicit,Sarcasm,context,mistral
1_378,Explicit,,context,mistral
1_379,Implicit,Irony,context,mistral
1_380,Implicit,Irony,context,mistral
1_382,Implicit,Irony,context,mistral
1_383,Implicit,Irony,context,mistral
1_384,Explicit,,context,mistral
1_385,Explicit,,context,mistral
1_386,Implicit,Irony,context,mistral
1_387,Implicit,"Metaphor, Irony",context,mistral
1_388,Implicit,Irony,context,mistral
1_389,Explicit,,context,mistral
1_390,Implicit,Sarcasm,context,mistral
1_391,Implicit,Sarcasm,context,mistral
1_392,Explicit,,context,mistral
1_393,Implicit,Irony,context,mistral
1_394,Explicit,,context,mistral
1_395,Explicit,,context,mistral
1_396,Explicit,,context,mistral
1_397,Explicit,,context,mistral
1_398,Implicit,Irony,context,mistral
1_399,Explicit,,context,mistral
1_400,Implicit,Irony,context,mistral
1_401,Implicit,Irony,context,mistral
1_402,Implicit,Sarcasm,context,mistral
1_403,Implicit,Irony,context,mistral
1_404,Implicit,Metaphor,context,mistral
1_405,Implicit,Slogan,context,mistral
1_406,Implicit,Irony,context,mistral
1_407,Implicit,Irony,context,mistral
1_408,Implicit,Irony,context,mistral
1_409,Explicit,,context,mistral
1_410,Explicit,,context,mistral
1_411,Explicit,,context,mistral
1_412,Explicit,,context,mistral
1_413,Implicit,Irony,context,mistral
1_414,Implicit,Sarcasm,context,mistral
1_415,Explicit,,context,mistral
1_416,Implicit,Sarcasm,context,mistral
1_417,Implicit,Coded Language,context,mistral
1_418,Explicit,,context,mistral
1_419,Implicit,Irony,context,mistral
1_420,Implicit,Irony,context,mistral
1_421,Implicit,Irony,context,mistral
1_422,Explicit,,context,mistral
1_423,Explicit,,context,mistral
1_424,Implicit,Metaphor,context,mistral
1_425,Implicit,Irony,context,mistral
1_426,Implicit,Sarcasm,context,mistral
1_427,Implicit,Irony,context,mistral
2_428,Implicit,Sarcasm,context,mistral
2_429,Explicit,,context,mistral
2_430,Implicit,"Sarcasm, Coded Language",context,mistral
2_431,Implicit,"Irony, Coded Language",context,mistral
2_432,Implicit,Coded Language,context,mistral
2_433,Implicit,Coded Language,context,mistral
2_434,Implicit,Coded Language,context,mistral
2_435,Implicit,Coded Language,context,mistral
2_436,Implicit,Coded Language,context,mistral
2_437,Implicit,Coded Language,context,mistral
2_438,Implicit,Coded Language,context,mistral
2_439,Implicit,Coded Language,context,mistral
2_440,Implicit,Coded Language,context,mistral
2_441,Implicit,Irony,context,mistral
2_442,Implicit,Coded Language,context,mistral
2_443,Implicit,Coded Language,context,mistral
2_444,Implicit,Coded Language,context,mistral
2_445,Implicit,Coded Language,context,mistral
2_446,Implicit,Coded Language,context,mistral
2_447,Implicit,Historical Narrative,context,mistral
2_448,Implicit,Metaphor,context,mistral
2_449,Implicit,Coded Language,context,mistral
2_450,Implicit,Irony,context,mistral
2_451,Implicit,Coded Language,context,mistral
2_452,Explicit,,context,mistral
2_453,Implicit,Coded Language,context,mistral
2_454,Implicit,Coded Language,context,mistral
2_455,Implicit,Coded Language,context,mistral
2_456,Implicit,Sarcasm,context,mistral
2_457,Implicit,Sarcasm,context,mistral
2_458,Implicit,Coded Language,context,mistral
2_459,Implicit,"Irony, Coded Language",context,mistral
2_460,Implicit,Coded Language,context,mistral
2_461,Implicit,Coded Language,context,mistral
2_462,Implicit,Coded Language,context,mistral
2_463,Implicit,Coded Language,context,mistral
2_464,Implicit,Sarcasm,context,mistral
2_466,Implicit,"Coded Language, Sarcasm",context,mistral
2_467,Implicit,"Coded Language, Threat",context,mistral
2_468,Implicit,Coded Language,context,mistral
2_469,Implicit,Coded Language,context,mistral
2_470,Implicit,Coded Language,context,mistral
2_471,Implicit,"Coded Language, Threat",context,mistral
2_472,Implicit,"Coded Language, Threat",context,mistral
2_473,Implicit,Coded Language,context,mistral
2_474,Implicit,"Sarcasm, Coded Language",context,mistral
2_475,Implicit,Sarcasm,context,mistral
2_476,Implicit,Coded Language,context,mistral
2_477,Implicit,Coded Language,context,mistral
2_478,Implicit,"Sarcasm, Coded Language",context,mistral
2_479,Implicit,Coded Language,context,mistral
2_480,Implicit,"Coded Language, Irony",context,mistral
2_481,Implicit,Coded Language,context,mistral
2_482,Implicit,"Coded Language, Sarcasm",context,mistral
2_483,Implicit,Irony,context,mistral
2_484,Implicit,Coded Language,context,mistral
2_485,Implicit,"Coded Language, Sarcasm",context,mistral
2_486,Implicit,"Coded Language, Threat",context,mistral
2_487,Implicit,Coded Language,context,mistral
2_488,Implicit,Irony,context,mistral
2_489,Implicit,Coded Language,context,mistral
2_490,Implicit,"Coded Language, Sarcasm",context,mistral
2_491,Implicit,"Coded Language, Racism",context,mistral
2_492,Implicit,Coded Language,context,mistral
2_493,Implicit,Coded Language,context,mistral
2_494,Implicit,"Coded Language, Hate Speech",context,mistral
2_495,Implicit,"Threat (implied), Coded Language",context,mistral
2_496,Implicit,"Coded Language, Sarcasm",context,mistral
2_497,Implicit,Coded Language,context,mistral
2_498,Implicit,Coded Language,context,mistral
2_499,Implicit,Coded Language,context,mistral
2_500,Implicit,Sarcasm,context,mistral
2_501,Implicit,Coded Language,context,mistral
2_503,Implicit,Irony,context,mistral
2_504,Explicit,,context,mistral
2_505,Explicit,,context,mistral
2_506,Explicit,,context,mistral
2_507,Explicit,,context,mistral
2_508,Implicit,Irony,context,mistral
2_509,Implicit,Metaphor,context,mistral
2_510,Explicit,,context,mistral
2_511,Implicit,"Metaphor, Coded Language",context,mistral
2_512,Explicit,,context,mistral
2_513,Implicit,Irony,context,mistral
2_514,Implicit,Hyperbole,context,mistral
2_515,Implicit,"Threat, Metaphor",context,mistral
2_516,Implicit,"Threat, Religious Symbolism",context,mistral
2_517,Implicit,Sarcasm,context,mistral
2_518,Implicit,Coded Language,context,mistral
2_519,Implicit,Coded Language,context,mistral
2_520,Implicit,Sarcasm,context,mistral
2_521,Implicit,Irony,context,mistral
2_522,Implicit,Irony,context,mistral
2_523,Implicit,"Irony, Sarcasm",context,mistral
2_524,Implicit,Hyperbole,context,mistral
2_525,Implicit,Irony,context,mistral
2_526,Implicit,"Irony, Coded Language",context,mistral
2_527,Implicit,Irony,context,mistral
2_528,Implicit,Irony,context,mistral
2_529,Implicit,Irony,context,mistral
2_530,Implicit,"Irony, Metaphor",context,mistral
2_531,Implicit,"Sarcasm, Metaphor",context,mistral
2_532,Implicit,Sarcasm,context,mistral
2_533,Implicit,Sarcasm,context,mistral
2_534,Implicit,Sarcasm,context,mistral
2_535,Implicit,"Exaggeration, Coded Language",context,mistral
2_536,Implicit,Metaphor,context,mistral
2_537,Explicit,,context,mistral
2_538,Implicit,"Metaphor, Coded Language",context,mistral
2_540,Implicit,"Metaphor, Coded Language",context,mistral
2_541,Explicit,,context,mistral
2_542,Implicit,Metaphor,context,mistral
2_543,Implicit,"Sarcasm, Irony",context,mistral
2_544,Implicit,Irony,context,mistral
2_545,Explicit,,context,mistral
2_546,Implicit,Metaphor,context,mistral
2_547,Implicit,Irony,context,mistral
2_548,Implicit,Irony,context,mistral
2_549,Implicit,Irony,context,mistral
2_550,Implicit,"Threatening Language, Possible Sarcasm",context,mistral
2_551,Implicit,Sarcasm,context,mistral
2_552,Explicit,,context,mistral
2_553,Implicit,"Threat, Veiled Threat",context,mistral
2_554,Explicit,,context,mistral
2_555,Implicit,"Hyperbole, Threat",context,mistral
2_556,Implicit,Sarcasm,context,mistral
2_557,Implicit,Irony,context,mistral
2_558,Implicit,Biblical Metaphor,context,mistral
2_559,Ambiguous,,context,mistral
2_560,Implicit,Sarcasm,context,mistral
2_561,Explicit,,context,mistral
2_562,Implicit,Irony,context,mistral
2_563,Implicit,Irony,context,mistral
2_564,Implicit,Sarcasm,context,mistral
2_565,Implicit,"Sarcasm, Metaphor",context,mistral
2_566,Implicit,Sarcasm,context,mistral
2_567,Implicit,Sarcasm,context,mistral
2_568,Implicit,Irony,context,mistral
2_569,Implicit,Coded Language,context,mistral
2_570,Implicit,Sarcasm,context,mistral
2_571,Implicit,Sarcasm,context,mistral
2_572,Implicit,Coded Language,context,mistral
2_573,Implicit,Irony,context,mistral
2_574,Implicit,Metaphor,context,mistral
2_575,Implicit,"Irony, Metaphor",context,mistral
2_577,Implicit,Irony,context,mistral
2_578,Explicit,,context,mistral
2_579,Implicit,Irony,context,mistral
2_580,Implicit,Irony,context,mistral
2_581,Implicit,Coded Language,context,mistral
2_582,Implicit,Irony,context,mistral
2_583,Implicit,Irony,context,mistral
2_584,Implicit,Coded Language,context,mistral
2_585,Implicit,Metaphor,context,mistral
2_586,Implicit,Threat,context,mistral
2_587,Implicit,Irony,context,mistral
2_588,Implicit,Irony,context,mistral
2_589,Explicit,,context,mistral
2_590,Implicit,Irony,context,mistral
2_591,Implicit,Irony,context,mistral
2_592,Implicit,Irony,context,mistral
2_593,Implicit,Irony,context,mistral
2_594,Implicit,Irony,context,mistral
2_595,Implicit,Sarcasm,context,mistral
2_596,Implicit,Irony,context,mistral
2_597,Implicit,Irony,context,mistral
2_598,Implicit,Irony,context,mistral
2_599,Implicit,Irony,context,mistral
2_600,Implicit,Sarcasm,context,mistral
2_601,Explicit,,context,mistral
2_602,Implicit,Irony,context,mistral
2_603,Implicit,Irony,context,mistral
2_604,Implicit,Coded Language,context,mistral
2_605,Implicit,Irony,context,mistral
2_606,Explicit,,context,mistral
2_607,Implicit,Coded Language,context,mistral
2_608,Implicit,Sarcasm,context,mistral
2_609,Implicit,Irony,context,mistral
2_610,Implicit,Irony,context,mistral
2_611,Implicit,Irony,context,mistral
2_612,Explicit,,context,mistral
2_614,Implicit,Sarcasm,context,mistral
2_615,Implicit,Veiled Threat,context,mistral
2_616,Implicit,Irony,context,mistral
2_617,Implicit,Irony,context,mistral
2_618,Implicit,Threat,context,mistral
2_619,Implicit,"Sarcasm, Coded Language",context,mistral
2_620,Implicit,Metaphor,context,mistral
2_621,Implicit,Sarcasm,context,mistral
2_622,Implicit,Irony,context,mistral
2_623,Implicit,Coded Language,context,mistral
2_624,Explicit,,context,mistral
2_625,Explicit,,context,mistral
2_626,Explicit,,context,mistral
2_627,Implicit,Metaphor,context,mistral
2_628,Implicit,Irony,context,mistral
2_629,Implicit,Irony,context,mistral
2_630,Implicit,Irony,context,mistral
2_631,Explicit,,context,mistral
2_632,Explicit,,context,mistral
2_633,Explicit,,context,mistral
2_634,Implicit,Sarcasm,context,mistral
2_635,Explicit,,context,mistral
2_636,Implicit,Irony,context,mistral
2_637,Explicit,,context,mistral
2_638,Implicit,Irony,context,mistral
2_639,Implicit,Sarcasm,context,mistral
2_640,Implicit,Irony,context,mistral
2_641,Implicit,Sarcasm,context,mistral
2_642,Implicit,Irony,context,mistral
2_643,Implicit,Irony,context,mistral
2_644,Implicit,Sarcasm,context,mistral
2_645,Implicit,Irony,context,mistral
2_646,Implicit,Coded Language,context,mistral
2_647,Implicit,Irony,context,mistral
2_648,Implicit,Irony,context,mistral
2_649,Implicit,Irony,context,mistral
2_651,Implicit,Irony,context,mistral
2_652,Implicit,Sarcasm,context,mistral
2_653,Implicit,Irony,context,mistral
2_654,Implicit,Threat with a reference to 'Game of Thrones' metaphor,context,mistral
2_655,Implicit,Irony,context,mistral
2_656,Implicit,Irony,context,mistral
2_657,Implicit,Irony,context,mistral
2_658,Implicit,Irony,context,mistral
2_659,Implicit,Hyperbole,context,mistral
2_660,Implicit,Sarcasm,context,mistral
2_661,Implicit,Coded Language,context,mistral
2_662,Implicit,Coded Language,context,mistral
2_663,Implicit,Coded Language,context,mistral
2_664,Implicit,Irony,context,mistral
2_665,Explicit,,context,mistral
2_666,Explicit,,context,mistral
2_667,Implicit,Irony,context,mistral
2_668,Implicit,"Irony, Metaphor",context,mistral
2_669,Implicit,Irony,context,mistral
2_670,Implicit,Irony,context,mistral
2_671,Implicit,Irony,context,mistral
2_672,Implicit,Sarcasm,context,mistral
2_673,Implicit,"Sarcasm, Coded Language",context,mistral
2_674,Implicit,"Sarcasm, Metaphor",context,mistral
2_675,Implicit,"Sarcasm, Metaphor",context,mistral
2_676,Implicit,Insult,context,mistral
2_677,Implicit,Sarcasm,context,mistral
2_678,Explicit,,context,mistral
2_679,Implicit,Sarcasm,context,mistral
2_680,Implicit,Irony,context,mistral
2_681,Implicit,"Threat, Sarcasm",context,mistral
2_682,Implicit,Irony,context,mistral
2_683,Implicit,Irony,context,mistral
2_684,Explicit,,context,mistral
2_685,Implicit,Irony,context,mistral
2_686,Explicit,,context,mistral
2_688,Implicit,Irony,context,mistral
2_689,Implicit,Irony,context,mistral
2_690,Implicit,Irony,context,mistral
2_691,Implicit,Irony,context,mistral
